order_id,customer_id,order_date,order_status,total_amount
142,6648.0,2025-09-08,Delivered,28631.53
143,5562.0,2025-01-08,Pending,220731.76
144,8188.0,2025-03-01,Pending,678363.21
145,8478.0,2025-05-08,Cancelled,129542.92
146,1754.0,2025-10-21,Processing,74407.32
147,2493.0,2025-07-29,Processing,158998.78
148,9320.0,2025-05-26,Processing,298556.88
149,4950.0,2024-12-15,Delivered,22936.87
150,1406.0,2026-06-11,Cancelled,455663.22
151,326.0,2025-09-18,Pending,465886.3
152,5762.0,2026-06-21,Pending,187886.2
153,5363.0,2024-06-25,Cancelled,278160.21
154,447.0,2025-07-24,Delivered,76499.17
155,7853.0,2025-07-13,Returned,11000.75
156,2404.0,2026-04-24,Returned,309867.2
157,6596.0,2026-04-04,Pending,27736.03
158,6193.0,2024-10-10,Cancelled,133196.6
159,5780.0,2025-04-29,Returned,22072.48
160,3952.0,2025-10-02,Pending,31161.89
161,7762.0,2024-11-25,Cancelled,511629.88
162,7962.0,2025-08-30,Shipped,95793.54
163,5480.0,2026-06-01,Delivered,8026.92
164,7897.0,2025-09-12,Shipped,34899.95
165,1995.0,2025-04-15,Cancelled,292759.08
166,5857.0,2025-10-11,Delivered,21965.81
167,6946.0,2024-09-19,Shipped,5364.36
168,809.0,2026-04-19,Returned,45838.7
169,8237.0,2024-07-18,Cancelled,146613.35
170,3631.0,2025-02-28,Processing,505190.17
171,8691.0,2025-07-10,Delivered,620499.63
172,6084.0,2025-12-04,Shipped,269794.29
173,5069.0,2025-07-11,Pending,399191.26
174,7469.0,2025-02-16,Pending,82846.12
175,8175.0,2025-12-22,Shipped,56345.48
176,1743.0,2026-03-25,Returned,208208.48
177,7119.0,2025-11-09,Pending,98972.73
178,8841.0,2025-01-17,Pending,46881.67
179,8652.0,2025-08-27,Returned,79437.49
180,9568.0,2024-07-09,Cancelled,557460.55
181,9553.0,2025-04-02,Cancelled,604123.21
182,9927.0,2025-07-06,Returned,218693.5
183,3850.0,2024-09-29,Pending,60892.29
184,2848.0,2024-10-29,Returned,516251.56
185,8242.0,2025-01-21,Delivered,146140.24
186,4688.0,2026-06-12,Pending,142995.48
187,8835.0,2024-07-01,Pending,5455.85
188,3572.0,2025-11-20,Cancelled,749121.53
189,7666.0,2024-09-04,Cancelled,257428.6
190,1599.0,2025-02-04,Returned,101298.62
191,8223.0,2025-11-21,Pending,53455.96
192,8018.0,2024-11-11,Delivered,528439.87
193,4371.0,2026-01-09,Processing,229825.89
194,8623.0,2025-06-23,Cancelled,44663.79
195,6621.0,2025-03-25,Returned,316025.96
196,3323.0,2026-05-05,Shipped,792219.99
197,8646.0,2025-06-14,Cancelled,6067.53
198,5725.0,2024-07-02,Returned,1815.48
199,5170.0,2025-05-02,Returned,22391.07
200,5445.0,2024-11-07,Pending,27359.5
201,6749.0,2026-05-21,Shipped,628556.44
202,6349.0,2024-11-08,Delivered,85893.54
203,6797.0,2024-10-01,Pending,395243.81
204,8684.0,2025-07-10,Processing,216115.1
205,7684.0,2024-08-20,Cancelled,248110.83
206,8332.0,2026-02-24,Delivered,108062.21
207,7598.0,2026-01-16,Returned,52874.84
208,2525.0,2025-08-09,Shipped,52566.61
209,3354.0,2026-03-12,Cancelled,67598.38
210,3906.0,2025-05-28,Delivered,9236.85
211,4030.0,2026-03-22,Cancelled,28058.82
212,9350.0,2024-10-20,Returned,3266.54
213,5218.0,2026-01-11,Returned,73202.98
214,7304.0,2025-11-15,Delivered,40362.32
215,4848.0,2026-06-15,Returned,153545.26
216,6761.0,2024-11-15,Pending,1110056.58
217,8178.0,2026-01-27,Processing,146399.92
218,5695.0,2025-09-15,Delivered,47354.07
219,9209.0,2025-06-22,Cancelled,259638.23
220,8574.0,2026-03-15,Cancelled,44045.06
221,41.0,2026-05-02,Delivered,2240.67
222,7489.0,2024-12-25,Cancelled,250162.68
223,3593.0,2025-01-04,Delivered,86517.49
224,6722.0,2026-02-01,Cancelled,61676.14
225,5275.0,2026-04-17,Returned,146549.06
226,1007.0,2025-02-01,Shipped,9333.55
227,2186.0,2025-09-17,Delivered,99538.21
228,161.0,2025-12-31,Cancelled,35562.26
229,718.0,2025-07-12,Shipped,51092.14
230,9113.0,2025-09-07,Pending,21814.09
231,6131.0,2025-05-16,Returned,130273.83
232,8785.0,2026-06-19,Returned,67114.53
233,9380.0,2025-09-24,Shipped,130465.67
234,3970.0,2026-01-06,Delivered,85682.72
235,4584.0,2026-05-05,Cancelled,304523.18
236,967.0,2024-12-03,Cancelled,31466.49
237,405.0,2026-06-17,Returned,167325.38
238,268.0,2024-12-28,Processing,98640.47
239,9253.0,2024-12-23,Returned,50327.74
240,9647.0,2024-12-25,Shipped,698996.53
241,431.0,2025-09-24,Returned,345556.94
242,303.0,2025-12-17,Cancelled,875426.9
243,1816.0,2025-03-14,Shipped,264271.27
244,4576.0,2026-05-13,Processing,228239.17
245,6782.0,2024-12-18,Processing,229789.33
246,1747.0,2024-11-06,Pending,252458.67
247,1387.0,2026-06-10,Processing,68805.43
248,3095.0,2025-08-05,Pending,68410.44
249,5881.0,2024-11-14,Pending,122190.75
250,4789.0,2024-10-18,Delivered,1013757.8
251,7469.0,2026-03-21,Returned,88002.52
252,1863.0,2025-07-18,Cancelled,46012.04
253,3632.0,2026-04-22,Pending,173928.9
254,3062.0,2025-01-10,Processing,238246.19
255,1986.0,2025-10-20,Cancelled,3492.81
256,2498.0,2024-09-14,Delivered,11515.02
257,1168.0,2025-05-01,Delivered,52985.72
258,2315.0,2025-02-05,Returned,98165.54
259,7536.0,2026-05-18,Pending,73219.79
260,3175.0,2025-12-03,Delivered,41235.49
261,1352.0,2026-06-02,Pending,289161.06
262,58.0,2025-10-27,Cancelled,209450.17
263,7829.0,2024-09-22,Delivered,6889.32
264,8291.0,2026-02-16,Returned,290442.45
265,686.0,2025-02-01,Shipped,94498.14
266,8885.0,2024-12-28,Cancelled,8927.6
267,2764.0,2025-08-02,Processing,420077.28
268,1659.0,2025-07-30,Returned,489465.36
269,3058.0,2025-03-03,Processing,615509.55
270,4819.0,2024-12-04,Returned,20781.6
271,8578.0,2025-02-20,Returned,95525.54
272,6591.0,2025-07-14,Delivered,260039.86
273,74.0,2025-09-13,Pending,131750.79
274,84.0,2025-12-14,Shipped,11260.96
275,3534.0,2024-09-18,Delivered,36803.29
276,5102.0,2026-03-03,Returned,304322.96
277,593.0,2024-11-06,Cancelled,86878.73
278,4048.0,2025-06-22,Shipped,18413.0
279,3708.0,2024-12-15,Returned,426718.51
280,8231.0,2025-07-29,Delivered,7118.5
281,9822.0,2025-12-11,Processing,324211.75
282,2277.0,2025-11-05,Processing,26157.6
283,3749.0,2024-10-28,Delivered,202371.28
284,2021.0,2025-07-22,Pending,282923.29
285,8744.0,2025-06-12,Shipped,3019.47
286,9740.0,2026-03-23,Returned,88019.24
287,5970.0,2026-03-16,Returned,288249.31
288,344.0,2025-06-09,Shipped,171471.6
289,992.0,2024-10-08,Processing,9700.82
290,7926.0,2025-09-13,Cancelled,3472.64
291,6517.0,2025-11-10,Shipped,83412.6
292,6466.0,2026-02-03,Processing,384579.67
293,160.0,2025-08-07,Cancelled,198948.38
294,695.0,2025-03-04,Shipped,14230.49
295,5500.0,2025-08-22,Processing,23840.44
296,5868.0,2024-11-08,Pending,22506.25
297,2682.0,2025-12-10,Shipped,4984.61
298,4301.0,2026-01-29,Delivered,12371.36
299,9401.0,2024-07-02,Processing,767860.5
300,9875.0,2025-03-21,Pending,439316.61
301,644.0,2025-01-06,Returned,18337.38
302,5958.0,2025-07-02,Pending,47081.71
303,6938.0,2025-01-03,Shipped,74658.4
304,9037.0,2024-10-06,Cancelled,149239.35
305,3002.0,2026-05-03,Pending,49354.12
306,3731.0,2026-06-09,Returned,441244.54
307,1343.0,2026-01-30,Shipped,1008.39
308,1613.0,2026-05-07,Pending,55608.98
309,5464.0,2025-03-04,Delivered,106199.52
310,6868.0,2024-07-03,Pending,359880.44
311,7013.0,2026-04-11,Returned,11534.32
312,2493.0,2025-07-10,Shipped,263564.47
313,5476.0,2024-10-29,Cancelled,700538.61
314,8058.0,2024-12-02,Shipped,300746.52
315,8159.0,2025-04-23,Returned,316651.06
316,1499.0,2025-03-03,Returned,215336.38
317,1824.0,2024-09-11,Shipped,10122.6
318,1581.0,2024-08-26,Processing,2121.42
319,5335.0,2025-10-10,Delivered,111544.68
320,3939.0,2026-02-17,Processing,38201.71
321,4603.0,2025-08-01,Delivered,764414.65
322,571.0,2025-08-27,Processing,75367.22
323,5312.0,2026-05-23,Pending,636033.97
324,9486.0,2024-07-02,Returned,339660.03
325,7349.0,2026-02-05,Delivered,12732.72
326,1029.0,2025-12-27,Cancelled,228657.22
327,6974.0,2025-10-07,Pending,193067.96
328,1393.0,2025-11-17,Delivered,77826.2
329,5531.0,2026-05-10,Delivered,153991.27
330,5984.0,2026-02-10,Delivered,3682.02
331,3171.0,2026-01-10,Delivered,248288.0
332,5209.0,2025-09-04,Processing,615965.37
333,4208.0,2025-12-17,Shipped,7020.36
334,9458.0,2025-02-16,Delivered,115920.38
335,5837.0,2024-08-10,Processing,10116.8
336,2441.0,2024-08-23,Shipped,498779.35
337,6435.0,2025-12-20,Cancelled,134185.5
338,6771.0,2025-12-01,Returned,94269.1
339,7296.0,2024-08-02,Shipped,165165.97
340,1948.0,2025-06-15,Shipped,298962.04
341,9031.0,2024-08-28,Shipped,343529.84
342,9942.0,2025-04-28,Shipped,362.18
343,3588.0,2026-01-25,Delivered,255335.58
344,9767.0,2026-06-11,Delivered,16554.36
345,7638.0,2024-08-22,Processing,85769.5
346,2801.0,2024-11-01,Returned,374819.89
347,2915.0,2025-05-19,Cancelled,44252.15
348,7973.0,2025-02-03,Pending,156056.11
349,5039.0,2025-06-30,Delivered,19105.53
350,8264.0,2025-07-14,Cancelled,49699.18
351,1686.0,2025-07-17,Shipped,565011.46
352,3337.0,2025-11-28,Returned,460986.47
353,4616.0,2025-07-13,Pending,115318.07
354,1873.0,2026-04-11,Shipped,6122.34
355,3242.0,2025-03-26,Shipped,10107.24
356,6778.0,2026-04-18,Shipped,546187.78
357,3390.0,2025-11-08,Returned,604687.88
358,2373.0,2025-09-14,Cancelled,15633.49
359,9704.0,2026-03-03,Cancelled,731128.53
360,6734.0,2026-02-10,Processing,97374.88
361,1846.0,2025-11-06,Returned,55286.54
362,8649.0,2024-09-20,Shipped,56476.68
363,9197.0,2024-09-29,Processing,45000.1
364,5191.0,2026-04-27,Shipped,4473.2
365,2402.0,2024-12-31,Shipped,938.14
366,5803.0,2026-01-31,Delivered,95953.97
367,7281.0,2026-04-19,Pending,36545.68
368,4093.0,2025-04-11,Cancelled,51077.22
369,9304.0,2024-08-23,Processing,1084.65
370,6556.0,2025-12-06,Returned,105184.9
371,3527.0,2025-07-13,Pending,50193.33
372,9446.0,2024-07-21,Shipped,2974.36
373,7283.0,2025-03-12,Cancelled,110754.97
374,1553.0,2025-11-17,Shipped,59201.23
375,8084.0,2026-05-09,Processing,7755.95
376,7031.0,2025-07-20,Returned,21347.9
377,299.0,2025-09-12,Pending,325030.15
378,497.0,2025-05-28,Returned,1487.18
379,6294.0,2025-03-26,Cancelled,299912.54
380,5702.0,2025-02-18,Shipped,31992.31
381,2450.0,2025-03-18,Processing,301607.56
382,4049.0,2025-02-20,Shipped,55020.36
383,2903.0,2026-05-15,Returned,495482.65
384,6233.0,2026-05-06,Pending,29185.39
385,1691.0,2026-04-24,Delivered,167873.34
386,8207.0,2026-03-20,Shipped,173881.98
387,443.0,2025-03-16,Returned,66055.99
388,9650.0,2024-12-16,Shipped,11571.35
389,507.0,2024-09-10,Cancelled,42240.18
390,6015.0,2025-06-14,Returned,158335.02
391,253.0,2025-04-25,Shipped,12720.18
392,8006.0,2025-05-21,Shipped,188808.66
393,9921.0,2026-02-01,Pending,46269.92
394,2802.0,2026-02-20,Pending,199630.95
395,1288.0,2026-06-07,Shipped,545552.15
396,3304.0,2025-06-13,Cancelled,553323.96
397,325.0,2026-03-10,Pending,175327.17
398,1863.0,2024-07-17,Returned,310042.71
399,3224.0,2024-12-05,Returned,350679.79
400,9144.0,2025-06-03,Returned,18888.56
401,80.0,2026-05-30,Returned,45155.95
402,1636.0,2025-11-15,Shipped,151294.4
403,1619.0,2025-12-14,Returned,91914.05
404,3501.0,2024-10-13,Delivered,211462.28
405,707.0,2026-02-08,Delivered,286233.92
406,2097.0,2026-06-20,Processing,417165.45
407,3776.0,2026-05-25,Cancelled,540704.28
408,416.0,2024-07-03,Cancelled,38639.5
409,372.0,2025-01-22,Shipped,45355.37
410,6791.0,2024-08-18,Pending,5968.24
411,8138.0,2025-12-19,Cancelled,99255.64
412,7680.0,2025-09-23,Pending,70619.67
413,3825.0,2024-09-22,Delivered,813482.34
414,4038.0,2025-10-20,Shipped,57274.35
415,4675.0,2025-06-20,Shipped,304737.64
416,3623.0,2024-12-15,Processing,77032.36
417,1522.0,2025-03-21,Pending,296312.8
418,3165.0,2025-01-06,Processing,24491.11
419,5327.0,2024-12-20,Processing,167481.78
420,8877.0,2026-02-28,Processing,314118.08
421,2535.0,2024-08-02,Shipped,41760.12
422,5202.0,2025-06-01,Cancelled,540218.68
423,132.0,2025-02-02,Cancelled,256009.65
424,5473.0,2025-09-12,Delivered,523505.72
425,3455.0,2026-01-07,Returned,25785.28
426,8460.0,2024-08-16,Shipped,525760.16
427,8110.0,2024-12-03,Returned,21236.56
428,5862.0,2024-10-17,Processing,79692.09
429,6862.0,2025-03-10,Returned,13009.01
430,6680.0,2025-06-18,Cancelled,162093.83
431,3987.0,2025-11-28,Shipped,2683.92
432,5438.0,2026-02-14,Pending,112093.65
433,8098.0,2026-01-24,Delivered,472490.04
434,2023.0,2026-02-10,Cancelled,98960.99
435,5083.0,2025-01-18,Cancelled,142924.12
436,32.0,2024-08-10,Delivered,11316.62
437,6469.0,2025-02-01,Processing,12421.24
438,6040.0,2025-08-10,Delivered,19899.54
439,9636.0,2024-09-15,Shipped,408696.62
440,8291.0,2025-12-21,Cancelled,268651.78
441,1292.0,2024-12-04,Shipped,630925.61
442,5575.0,2024-10-02,Shipped,290535.76
443,7100.0,2026-01-26,Delivered,551290.32
444,3591.0,2024-09-29,Delivered,5852.16
445,8939.0,2025-07-25,Pending,4690.64
446,5912.0,2024-12-13,Shipped,4805.26
447,6613.0,2024-12-23,Cancelled,11183.0
448,2681.0,2025-02-20,Pending,179461.88
449,9769.0,2024-11-15,Processing,5026.29
450,5737.0,2024-09-09,Processing,4793.27
451,6497.0,2024-07-09,Cancelled,373099.13
452,6273.0,2025-11-20,Cancelled,7218.71
453,4656.0,2025-02-23,Shipped,384895.2
454,2056.0,2026-05-03,Delivered,429828.32
455,6256.0,2026-01-17,Shipped,8168.64
456,96.0,2025-12-30,Shipped,200894.47
457,9421.0,2026-04-16,Delivered,83195.44
458,6022.0,2026-06-05,Returned,377743.77
459,9713.0,2025-05-06,Returned,50962.4
460,5922.0,2025-01-27,Returned,10987.71
461,4004.0,2025-08-30,Processing,89088.24
462,7889.0,2024-08-01,Processing,249113.22
463,2684.0,2025-03-16,Shipped,26531.8
464,2470.0,2025-05-23,Processing,106838.13
465,1087.0,2025-05-25,Cancelled,480197.65
466,2886.0,2025-05-27,Processing,8019.14
467,7117.0,2026-06-01,Cancelled,69675.73
468,4688.0,2026-02-21,Processing,12418.02
469,9816.0,2024-11-12,Cancelled,649278.86
470,6633.0,2025-10-09,Shipped,118473.92
471,6773.0,2025-04-13,Returned,125061.92
472,8824.0,2025-06-03,Shipped,14950.23
473,2464.0,2025-11-06,Cancelled,61064.63
474,7369.0,2024-09-01,Returned,145215.55
475,5726.0,2026-05-26,Pending,2194.48
476,1099.0,2026-06-20,Returned,11494.4
477,8426.0,2025-02-18,Pending,77594.34
478,6208.0,2024-11-09,Pending,39382.24
479,9470.0,2024-11-22,Shipped,467381.46
480,5586.0,2025-04-13,Shipped,103406.24
481,9735.0,2025-09-30,Pending,6942.81
482,537.0,2024-07-22,Shipped,56397.98
483,3458.0,2026-01-19,Shipped,33105.71
484,833.0,2025-04-01,Processing,91665.02
485,214.0,2024-10-20,Processing,310642.41
486,9340.0,2026-04-08,Pending,61596.77
487,6842.0,2025-12-29,Pending,37207.7
488,7549.0,2024-09-03,Shipped,20848.68
489,2236.0,2024-08-30,Returned,125620.74
490,3947.0,2025-07-23,Delivered,95426.59
491,715.0,2025-01-16,Returned,547146.23
492,3919.0,2025-07-23,Returned,510172.03
493,6596.0,2026-05-24,Delivered,21264.97
494,6417.0,2024-07-28,Pending,26690.52
495,8857.0,2025-12-13,Cancelled,408003.23
496,211.0,2025-08-14,Shipped,33546.5
497,650.0,2024-08-07,Returned,288426.67
498,7835.0,2025-11-26,Cancelled,75766.77
499,4105.0,2024-07-19,Shipped,535304.2
500,3580.0,2026-01-31,Processing,137219.81
501,6051.0,2024-11-02,Returned,618267.58
502,1172.0,2026-06-20,Delivered,462500.28
503,7258.0,2026-01-21,Delivered,391913.97
504,9995.0,2025-03-15,Shipped,387958.36
505,5922.0,2026-06-11,Delivered,60658.24
506,5272.0,2024-08-17,Cancelled,84798.55
507,9695.0,2025-06-30,Processing,280679.23
508,707.0,2026-05-27,Delivered,138857.62
509,2895.0,2026-03-22,Cancelled,1551327.25
510,7281.0,2026-05-25,Cancelled,77594.53
511,198.0,2024-11-05,Returned,58714.05
512,9525.0,2025-03-20,Cancelled,157339.43
513,5084.0,2025-10-19,Processing,837281.46
514,1045.0,2026-04-05,Processing,14853.12
515,8271.0,2025-04-23,Cancelled,209336.82
516,1921.0,2024-12-03,Pending,49293.75
517,1951.0,2026-04-25,Returned,31035.23
518,7820.0,2025-08-04,Shipped,28945.16
519,4241.0,2024-10-18,Pending,33747.02
520,1091.0,2025-03-16,Returned,28235.45
521,9547.0,2024-08-04,Returned,4551.24
522,7833.0,2026-04-12,Pending,237612.69
523,6460.0,2024-12-12,Processing,20109.42
524,6441.0,2024-10-08,Shipped,53851.99
525,440.0,2026-05-31,Processing,28001.8
526,1700.0,2026-01-09,Shipped,49749.45
527,3039.0,2025-09-14,Returned,74405.34
528,4946.0,2025-09-27,Processing,69964.98
529,6950.0,2025-11-25,Cancelled,67421.57
530,473.0,2026-04-07,Processing,486712.96
531,9722.0,2024-09-20,Processing,134809.65
532,6890.0,2025-08-06,Returned,14742.09
533,1681.0,2026-05-30,Pending,451156.64
534,8956.0,2025-01-30,Returned,6185.68
535,3084.0,2025-03-21,Cancelled,354392.33
536,6053.0,2024-08-20,Cancelled,5523.03
537,2009.0,2025-03-27,Processing,299100.74
538,4348.0,2025-04-11,Pending,582795.88
539,3330.0,2026-04-20,Shipped,53251.21
540,6296.0,2025-04-29,Pending,938.56
541,2915.0,2025-01-31,Pending,532.39
542,8468.0,2025-09-13,Returned,992527.26
543,3079.0,2025-01-21,Processing,21168.93
544,7308.0,2026-03-14,Processing,14167.56
545,5308.0,2025-07-13,Returned,217774.67
546,3908.0,2024-11-07,Processing,45567.04
547,384.0,2025-02-12,Pending,216436.37
548,4142.0,2024-10-08,Delivered,174083.63
549,3053.0,2025-02-16,Pending,5297.0
550,1645.0,2025-05-28,Pending,31919.28
551,6533.0,2024-08-16,Processing,55605.74
552,7344.0,2025-02-19,Returned,83691.19
553,9229.0,2026-06-15,Cancelled,921.54
554,2308.0,2026-02-25,Pending,340975.21
555,8833.0,2025-09-29,Delivered,53974.98
556,7532.0,2025-08-13,Pending,134604.36
557,1858.0,2025-07-25,Delivered,92374.14
558,8450.0,2025-03-16,Processing,2927.5
559,6295.0,2024-08-04,Shipped,504762.6
560,9682.0,2025-09-19,Returned,60017.53
561,5380.0,2024-09-19,Pending,51945.04
562,5124.0,2026-05-27,Delivered,23517.05
563,3874.0,2024-06-27,Processing,141966.98
564,431.0,2025-07-05,Returned,32320.79
565,8165.0,2025-04-03,Shipped,11246.62
566,2313.0,2024-12-27,Processing,134972.03
567,9027.0,2026-04-29,Cancelled,91418.22
568,9762.0,2024-10-25,Processing,72450.73
569,7624.0,2025-09-22,Shipped,59952.4
570,9056.0,2026-02-08,Cancelled,430084.68
571,3426.0,2025-06-03,Processing,80790.58
572,5568.0,2024-10-28,Returned,32628.08
573,1122.0,2026-06-13,Delivered,151421.79
574,198.0,2025-06-02,Processing,72799.76
575,178.0,2025-07-13,Cancelled,148954.99
576,958.0,2026-01-28,Delivered,252975.3
577,5540.0,2025-06-18,Cancelled,19394.43
578,9001.0,2024-12-24,Returned,746620.67
579,8867.0,2024-09-10,Cancelled,14291.1
580,8736.0,2025-02-11,Pending,207853.93
581,633.0,2025-07-09,Returned,27971.59
582,4092.0,2024-11-20,Shipped,61512.7
583,4054.0,2025-10-29,Cancelled,39273.7
584,1185.0,2025-12-20,Shipped,19327.06
585,9421.0,2024-08-26,Processing,1235618.99
586,4469.0,2025-01-07,Processing,79932.72
587,6233.0,2025-07-16,Cancelled,60070.71
588,3294.0,2026-03-31,Pending,22769.7
589,8821.0,2025-04-04,Processing,36831.2
590,6414.0,2025-04-24,Delivered,196734.74
591,6666.0,2024-07-18,Cancelled,56149.56
592,778.0,2024-11-15,Pending,43771.38
