order_id,customer_id,order_date,order_status,total_amount
125,8448,2024-08-24,Pending,11624.32
126,7952,2025-11-21,Shipped,118935.52
127,8145,2025-06-29,Pending,142485.34
128,7665,2025-12-22,Pending,24405.05
130,9958,2025-05-16,Cancelled,4553.94
132,8438,2026-05-23,Processing,97757.17
133,1485,2024-12-25,Processing,62386.89
134,1351,2026-06-14,Delivered,47927.58
135,3276,2025-01-26,Returned,4444.12
138,9335,2025-08-18,Processing,101371.14
139,3745,2025-04-12,Pending,481089.48
140,8561,2025-11-21,Cancelled,14693.35
141,8066,2025-03-23,Returned,37484.44
147,2493,2025-07-29,Processing,158998.78
148,9320,2025-05-26,Processing,298556.88
150,1406,2026-06-11,Cancelled,455663.22
152,5762,2026-06-21,Pending,187886.2
153,5363,2024-06-25,Cancelled,278160.21
154,447,2025-07-24,Delivered,76499.17
156,2404,2026-04-24,Returned,309867.2
159,5780,2025-04-29,Returned,22072.48
161,7762,2024-11-25,Cancelled,511629.88
162,7962,2025-08-30,Shipped,95793.54
165,1995,2025-04-15,Cancelled,292759.08
167,6946,2024-09-19,Shipped,5364.36
171,8691,2025-07-10,Delivered,620499.63
174,7469,2025-02-16,Pending,82846.12
177,7119,2025-11-09,Pending,98972.73
178,8841,2025-01-17,Pending,46881.67
179,8652,2025-08-27,Returned,79437.49
181,9553,2025-04-02,Cancelled,604123.21
183,3850,2024-09-29,Pending,60892.29
184,2848,2024-10-29,Returned,516251.56
185,8242,2025-01-21,Delivered,146140.24
186,4688,2026-06-12,Pending,142995.48
188,3572,2025-11-20,Cancelled,749121.53
190,1599,2025-02-04,Returned,101298.62
192,8018,2024-11-11,Delivered,528439.87
193,4371,2026-01-09,Processing,229825.89
195,6621,2025-03-25,Returned,316025.96
196,3323,2026-05-05,Shipped,792219.99
198,5725,2024-07-02,Returned,1815.48
200,5445,2024-11-07,Pending,27359.5
202,6349,2024-11-08,Delivered,85893.54
204,8684,2025-07-10,Processing,216115.1
205,7684,2024-08-20,Cancelled,248110.83
207,7598,2026-01-16,Returned,52874.84
209,3354,2026-03-12,Cancelled,67598.38
211,4030,2026-03-22,Cancelled,28058.82
213,5218,2026-01-11,Returned,73202.98
214,7304,2025-11-15,Delivered,40362.32
216,6761,2024-11-15,Pending,1110056.58
217,8178,2026-01-27,Processing,146399.92
218,5695,2025-09-15,Delivered,47354.07
219,9209,2025-06-22,Cancelled,259638.23
220,8574,2026-03-15,Cancelled,44045.06
222,7489,2024-12-25,Cancelled,250162.68
223,3593,2025-01-04,Delivered,86517.49
224,6722,2026-02-01,Cancelled,61676.14
225,5275,2026-04-17,Returned,146549.06
226,1007,2025-02-01,Shipped,9333.55
227,2186,2025-09-17,Delivered,99538.21
230,9113,2025-09-07,Pending,21814.09
231,6131,2025-05-16,Returned,130273.83
233,9380,2025-09-24,Shipped,130465.67
234,3970,2026-01-06,Delivered,85682.72
236,967,2024-12-03,Cancelled,31466.49
237,405,2026-06-17,Returned,167325.38
240,9647,2024-12-25,Shipped,698996.53
242,303,2025-12-17,Cancelled,875426.9
243,1816,2025-03-14,Shipped,264271.27
244,4576,2026-05-13,Processing,228239.17
245,6782,2024-12-18,Processing,229789.33
246,1747,2024-11-06,Pending,252458.67
247,1387,2026-06-10,Processing,68805.43
248,3095,2025-08-05,Pending,68410.44
249,5881,2024-11-14,Pending,122190.75
250,4789,2024-10-18,Delivered,1013757.8
251,7469,2026-03-21,Returned,88002.52
253,3632,2026-04-22,Pending,173928.9
254,3062,2025-01-10,Processing,238246.19
255,1986,2025-10-20,Cancelled,3492.81
256,2498,2024-09-14,Delivered,11515.02
260,3175,2025-12-03,Delivered,41235.49
261,1352,2026-06-02,Pending,289161.06
263,7829,2024-09-22,Delivered,6889.32
264,8291,2026-02-16,Returned,290442.45
266,8885,2024-12-28,Cancelled,8927.6
267,2764,2025-08-02,Processing,420077.28
268,1659,2025-07-30,Returned,489465.36
270,4819,2024-12-04,Returned,20781.6
271,8578,2025-02-20,Returned,95525.54
272,6591,2025-07-14,Delivered,260039.86
273,74,2025-09-13,Pending,131750.79
274,84,2025-12-14,Shipped,11260.96
275,3534,2024-09-18,Delivered,36803.29
276,5102,2026-03-03,Returned,304322.96
277,593,2024-11-06,Cancelled,86878.73
279,3708,2024-12-15,Returned,426718.51
280,8231,2025-07-29,Delivered,7118.5
281,9822,2025-12-11,Processing,324211.75
282,2277,2025-11-05,Processing,26157.6
284,2021,2025-07-22,Pending,282923.29
291,6517,2025-11-10,Shipped,83412.6
294,695,2025-03-04,Shipped,14230.49
295,5500,2025-08-22,Processing,23840.44
296,5868,2024-11-08,Pending,22506.25
299,9401,2024-07-02,Processing,767860.5
300,9875,2025-03-21,Pending,439316.61
304,9037,2024-10-06,Cancelled,149239.35
305,3002,2026-05-03,Pending,49354.12
310,6868,2024-07-03,Pending,359880.44
312,2493,2025-07-10,Shipped,263564.47
315,8159,2025-04-23,Returned,316651.06
316,1499,2025-03-03,Returned,215336.38
317,1824,2024-09-11,Shipped,10122.6
318,1581,2024-08-26,Processing,2121.42
319,5335,2025-10-10,Delivered,111544.68
320,3939,2026-02-17,Processing,38201.71
321,4603,2025-08-01,Delivered,764414.65
325,7349,2026-02-05,Delivered,12732.72
326,1029,2025-12-27,Cancelled,228657.22
327,6974,2025-10-07,Pending,193067.96
329,5531,2026-05-10,Delivered,153991.27
331,3171,2026-01-10,Delivered,248288.0
332,5209,2025-09-04,Processing,615965.37
333,4208,2025-12-17,Shipped,7020.36
334,9458,2025-02-16,Delivered,115920.38
335,5837,2024-08-10,Processing,10116.8
344,9767,2026-06-11,Delivered,16554.36
346,2801,2024-11-01,Returned,374819.89
348,7973,2025-02-03,Pending,156056.11
350,8264,2025-07-14,Cancelled,49699.18
352,3337,2025-11-28,Returned,460986.47
353,4616,2025-07-13,Pending,115318.07
354,1873,2026-04-11,Shipped,6122.34
355,3242,2025-03-26,Shipped,10107.24
356,6778,2026-04-18,Shipped,546187.78
357,3390,2025-11-08,Returned,604687.88
358,2373,2025-09-14,Cancelled,15633.49
359,9704,2026-03-03,Cancelled,731128.53
361,1846,2025-11-06,Returned,55286.54
362,8649,2024-09-20,Shipped,56476.68
363,9197,2024-09-29,Processing,45000.1
364,5191,2026-04-27,Shipped,4473.2
366,5803,2026-01-31,Delivered,95953.97
369,9304,2024-08-23,Processing,1084.65
370,6556,2025-12-06,Returned,105184.9
371,3527,2025-07-13,Pending,50193.33
373,7283,2025-03-12,Cancelled,110754.97
376,7031,2025-07-20,Returned,21347.9
379,6294,2025-03-26,Cancelled,299912.54
380,5702,2025-02-18,Shipped,31992.31
381,2450,2025-03-18,Processing,301607.56
382,4049,2025-02-20,Shipped,55020.36
385,1691,2026-04-24,Delivered,167873.34
386,8207,2026-03-20,Shipped,173881.98
387,443,2025-03-16,Returned,66055.99
389,507,2024-09-10,Cancelled,42240.18
390,6015,2025-06-14,Returned,158335.02
391,253,2025-04-25,Shipped,12720.18
393,9921,2026-02-01,Pending,46269.92
394,2802,2026-02-20,Pending,199630.95
396,3304,2025-06-13,Cancelled,553323.96
397,325,2026-03-10,Pending,175327.17
401,80,2026-05-30,Returned,45155.95
402,1636,2025-11-15,Shipped,151294.4
404,3501,2024-10-13,Delivered,211462.28
406,2097,2026-06-20,Processing,417165.45
407,3776,2026-05-25,Cancelled,540704.28
409,372,2025-01-22,Shipped,45355.37
410,6791,2024-08-18,Pending,5968.24
411,8138,2025-12-19,Cancelled,99255.64
412,7680,2025-09-23,Pending,70619.67
413,3825,2024-09-22,Delivered,813482.34
414,4038,2025-10-20,Shipped,57274.35
416,3623,2024-12-15,Processing,77032.36
417,1522,2025-03-21,Pending,296312.8
420,8877,2026-02-28,Processing,314118.08
422,5202,2025-06-01,Cancelled,540218.68
425,3455,2026-01-07,Returned,25785.28
429,6862,2025-03-10,Returned,13009.01
430,6680,2025-06-18,Cancelled,162093.83
433,8098,2026-01-24,Delivered,472490.04
434,2023,2026-02-10,Cancelled,98960.99
435,5083,2025-01-18,Cancelled,142924.12
437,6469,2025-02-01,Processing,12421.24
438,6040,2025-08-10,Delivered,19899.54
440,8291,2025-12-21,Cancelled,268651.78
444,3591,2024-09-29,Delivered,5852.16
447,6613,2024-12-23,Cancelled,11183.0
448,2681,2025-02-20,Pending,179461.88
450,5737,2024-09-09,Processing,4793.27
452,6273,2025-11-20,Cancelled,7218.71
453,4656,2025-02-23,Shipped,384895.2
455,6256,2026-01-17,Shipped,8168.64
457,9421,2026-04-16,Delivered,83195.44
459,9713,2025-05-06,Returned,50962.4
463,2684,2025-03-16,Shipped,26531.8
465,1087,2025-05-25,Cancelled,480197.65
467,7117,2026-06-01,Cancelled,69675.73
468,4688,2026-02-21,Processing,12418.02
469,9816,2024-11-12,Cancelled,649278.86
471,6773,2025-04-13,Returned,125061.92
473,2464,2025-11-06,Cancelled,61064.63
475,5726,2026-05-26,Pending,2194.48
477,8426,2025-02-18,Pending,77594.34
479,9470,2024-11-22,Shipped,467381.46
480,5586,2025-04-13,Shipped,103406.24
483,3458,2026-01-19,Shipped,33105.71
486,9340,2026-04-08,Pending,61596.77
487,6842,2025-12-29,Pending,37207.7
489,2236,2024-08-30,Returned,125620.74
494,6417,2024-07-28,Pending,26690.52
496,211,2025-08-14,Shipped,33546.5
499,4105,2024-07-19,Shipped,535304.2
500,3580,2026-01-31,Processing,137219.81
501,6051,2024-11-02,Returned,618267.58
502,1172,2026-06-20,Delivered,462500.28
503,7258,2026-01-21,Delivered,391913.97
511,198,2024-11-05,Returned,58714.05
513,5084,2025-10-19,Processing,837281.46
514,1045,2026-04-05,Processing,14853.12
516,1921,2024-12-03,Pending,49293.75
517,1951,2026-04-25,Returned,31035.23
520,1091,2025-03-16,Returned,28235.45
525,440,2026-05-31,Processing,28001.8
526,1700,2026-01-09,Shipped,49749.45
528,4946,2025-09-27,Processing,69964.98
531,9722,2024-09-20,Processing,134809.65
532,6890,2025-08-06,Returned,14742.09
533,1681,2026-05-30,Pending,451156.64
534,8956,2025-01-30,Returned,6185.68
535,3084,2025-03-21,Cancelled,354392.33
536,6053,2024-08-20,Cancelled,5523.03
538,4348,2025-04-11,Pending,582795.88
539,3330,2026-04-20,Shipped,53251.21
544,7308,2026-03-14,Processing,14167.56
545,5308,2025-07-13,Returned,217774.67
548,4142,2024-10-08,Delivered,174083.63
549,3053,2025-02-16,Pending,5297.0
553,9229,2026-06-15,Cancelled,921.54
554,2308,2026-02-25,Pending,340975.21
557,1858,2025-07-25,Delivered,92374.14
559,6295,2024-08-04,Shipped,504762.6
560,9682,2025-09-19,Returned,60017.53
561,5380,2024-09-19,Pending,51945.04
563,3874,2024-06-27,Processing,141966.98
565,8165,2025-04-03,Shipped,11246.62
568,9762,2024-10-25,Processing,72450.73
570,9056,2026-02-08,Cancelled,430084.68
571,3426,2025-06-03,Processing,80790.58
572,5568,2024-10-28,Returned,32628.08
573,1122,2026-06-13,Delivered,151421.79
574,198,2025-06-02,Processing,72799.76
575,178,2025-07-13,Cancelled,148954.99
580,8736,2025-02-11,Pending,207853.93
581,633,2025-07-09,Returned,27971.59
582,4092,2024-11-20,Shipped,61512.7
583,4054,2025-10-29,Cancelled,39273.7
584,1185,2025-12-20,Shipped,19327.06
585,9421,2024-08-26,Processing,1235618.99
588,3294,2026-03-31,Pending,22769.7
589,8821,2025-04-04,Processing,36831.2
592,778,2024-11-15,Pending,43771.38
593,1557,2025-12-02,Pending,348770.37
595,9067,2025-02-16,Returned,120200.85
596,5206,2026-01-19,Pending,55016.26
597,8171,2025-04-30,Processing,133734.69
602,1751,2024-06-28,Cancelled,818739.79
605,930,2026-04-25,Returned,562699.98
606,3798,2025-10-31,Cancelled,83809.48
612,5694,2025-04-22,Cancelled,9467.09
613,5445,2024-06-27,Delivered,2281.16
616,7670,2024-12-25,Shipped,467369.96
617,5872,2026-06-04,Returned,2179.91
618,2695,2025-09-07,Pending,9257.08
619,7828,2024-10-28,Processing,148365.5
620,4289,2025-03-11,Pending,29886.42
622,3742,2024-11-24,Delivered,61246.49
623,6823,2024-11-29,Pending,356589.43
624,4819,2025-03-20,Processing,62451.97
627,315,2025-05-07,Cancelled,12111.07
628,4126,2025-12-15,Delivered,119326.55
629,3320,2025-10-24,Delivered,85445.89
630,8861,2025-12-15,Delivered,115325.59
631,984,2025-08-13,Cancelled,9134.98
632,6377,2025-06-21,Shipped,143496.05
633,5542,2024-11-13,Shipped,11302.25
634,6132,2026-01-21,Shipped,480434.1
636,4193,2025-09-05,Delivered,899647.98
639,1346,2024-11-11,Shipped,133941.23
642,706,2025-02-21,Pending,36109.64
643,2187,2024-10-23,Delivered,336778.19
645,4147,2026-02-13,Pending,287809.39
646,628,2026-02-14,Processing,11736.15
647,2930,2025-09-21,Pending,74525.8
650,9112,2024-08-02,Pending,442960.4
652,5487,2024-09-05,Shipped,767346.77
653,1073,2024-07-14,Pending,1159.58
656,4980,2025-01-25,Processing,36726.36
658,3755,2024-07-21,Returned,92511.49
659,6534,2025-05-06,Returned,15244.86
663,8512,2025-11-27,Cancelled,8446.68
664,6072,2026-05-10,Processing,102070.42
665,2236,2025-03-02,Returned,54704.15
666,9565,2024-12-24,Pending,26885.01
669,9963,2024-07-03,Delivered,66918.91
670,3730,2025-04-29,Cancelled,341744.65
671,4545,2025-06-27,Delivered,384947.3
672,2284,2025-06-25,Processing,130696.66
673,6113,2026-05-06,Processing,457153.87
674,255,2025-11-26,Returned,446462.21
675,7809,2025-11-07,Returned,5309.14
676,5432,2025-01-17,Cancelled,161009.27
677,4663,2024-09-18,Shipped,72541.38
681,7928,2024-12-31,Delivered,258163.19
683,2499,2026-02-20,Pending,125710.59
685,5062,2025-03-29,Pending,78194.42
690,1408,2024-12-01,Returned,117262.37
691,3372,2025-12-22,Processing,112877.85
693,7605,2025-07-12,Cancelled,132194.2
696,9888,2025-06-05,Cancelled,15186.12
697,8826,2025-08-22,Processing,19333.87
699,1846,2025-03-26,Delivered,109654.48
700,8502,2025-08-08,Delivered,444192.33
704,1621,2025-08-09,Delivered,130033.28
707,7642,2024-10-16,Shipped,18316.89
708,4290,2025-08-13,Delivered,70134.32
710,6347,2025-04-08,Delivered,129958.72
713,9055,2026-06-15,Processing,255408.09
714,1975,2025-04-11,Processing,1301.16
716,6529,2024-07-19,Delivered,23402.8
717,9699,2025-05-02,Delivered,293769.68
719,5015,2025-04-01,Cancelled,19201.07
721,3168,2025-08-05,Cancelled,161939.4
723,7905,2024-08-14,Cancelled,713.98
724,1374,2025-10-10,Delivered,43417.19
729,6570,2025-05-06,Shipped,57536.3
730,680,2026-05-24,Returned,290967.07
731,5375,2025-10-23,Pending,273063.37
733,1314,2024-11-26,Delivered,787172.26
735,6634,2024-10-21,Pending,325089.92
736,8515,2025-12-19,Returned,66010.34
737,988,2026-04-22,Processing,405573.56
738,4376,2024-11-22,Cancelled,57658.46
739,9365,2026-04-15,Cancelled,148668.36
741,2972,2025-03-09,Delivered,6653.35
744,522,2025-08-27,Returned,142381.96
745,378,2025-05-03,Cancelled,136865.1
747,5697,2024-12-15,Pending,13275.9
748,8184,2026-03-09,Returned,179784.65
750,5898,2026-04-17,Returned,130085.07
751,5678,2025-01-17,Shipped,233881.24
754,6049,2025-06-06,Processing,7458.45
758,4157,2025-09-08,Shipped,81911.99
766,4875,2024-08-16,Shipped,43706.3
767,4595,2026-01-06,Shipped,59347.3
769,8461,2025-09-03,Cancelled,7585.86
771,4635,2024-11-15,Pending,561912.42
773,8037,2025-01-20,Pending,7970.43
774,1868,2025-03-30,Shipped,273595.72
775,8691,2024-11-20,Pending,38199.39
776,3786,2024-08-26,Pending,1493.22
777,6773,2026-01-25,Cancelled,284931.78
780,4735,2025-09-28,Delivered,72850.29
781,3823,2025-04-04,Delivered,22072.3
782,5500,2025-08-06,Pending,42045.04
784,4495,2025-11-26,Processing,210601.53
785,9508,2026-05-24,Delivered,260002.94
786,4800,2026-01-29,Delivered,52908.82
788,5994,2026-01-18,Cancelled,166509.84
789,3627,2025-02-27,Cancelled,13687.55
792,5027,2025-09-09,Shipped,359029.22
796,6928,2025-10-17,Processing,13730.23
797,2154,2026-06-19,Returned,339035.58
799,7368,2026-01-29,Returned,68298.07
800,5950,2025-06-22,Delivered,134064.29
801,2072,2024-08-19,Returned,57822.28
802,8008,2026-01-02,Shipped,1324836.49
805,4457,2024-08-18,Processing,106111.08
806,390,2025-09-11,Shipped,72333.87
807,8700,2025-01-21,Pending,36093.66
808,7386,2024-10-02,Cancelled,302210.41
809,7548,2025-02-05,Returned,1225969.1
810,2936,2026-06-07,Returned,84472.53
811,9701,2025-10-29,Delivered,732137.1
812,9800,2025-09-26,Cancelled,60852.82
813,599,2025-06-06,Returned,241258.58
819,3974,2025-02-25,Pending,8139.5
820,9719,2026-03-04,Delivered,917449.9
821,3765,2025-04-25,Processing,750607.37
822,1362,2026-03-06,Returned,20653.26
823,7808,2025-08-25,Processing,62692.25
824,5621,2024-11-15,Pending,145598.27
825,8510,2025-05-21,Returned,21864.41
826,765,2025-11-04,Processing,43893.36
827,5269,2025-07-31,Processing,86231.88
833,8998,2025-12-16,Pending,56699.56
834,91,2025-12-17,Processing,13605.31
841,9712,2026-03-31,Pending,747627.78
842,6068,2024-10-18,Cancelled,6464.72
843,4920,2026-01-19,Processing,66970.23
846,9553,2026-03-14,Delivered,51360.49
847,375,2025-09-13,Pending,50807.53
850,2762,2026-05-08,Delivered,13097.82
852,8691,2024-12-18,Returned,36201.76
857,3803,2025-07-25,Shipped,666221.16
858,3251,2026-01-12,Shipped,78176.1
859,811,2025-05-29,Shipped,940436.13
860,475,2025-12-04,Returned,224852.19
861,7410,2024-10-27,Cancelled,35750.0
864,9696,2024-12-04,Cancelled,3151.94
865,408,2024-08-01,Delivered,59610.29
868,8032,2025-02-05,Shipped,91618.4
872,9340,2025-01-06,Cancelled,251871.88
873,4077,2025-09-20,Delivered,16975.89
874,2904,2026-02-15,Shipped,731503.16
876,3202,2024-12-01,Cancelled,41377.18
877,8046,2025-03-07,Shipped,265596.61
880,2769,2025-02-20,Returned,921.58
881,5158,2025-06-02,Pending,71929.16
884,1813,2024-12-12,Delivered,45975.63
886,6142,2026-05-21,Cancelled,76566.72
887,7933,2025-11-04,Delivered,38286.84
888,5338,2024-09-13,Pending,625009.62
889,7340,2024-08-16,Cancelled,6746.13
890,85,2026-05-04,Shipped,62673.91
892,1952,2025-07-05,Delivered,57238.2
894,1979,2026-01-17,Processing,584551.68
895,4197,2025-11-19,Pending,100773.4
897,8083,2025-12-30,Pending,451687.07
900,4389,2026-05-01,Pending,10750.53
901,4619,2025-10-09,Pending,519009.12
902,3586,2025-04-23,Delivered,146912.97
903,9282,2025-02-05,Cancelled,59405.87
910,692,2025-07-09,Processing,23386.66
911,2496,2024-09-03,Shipped,277442.58
912,1784,2026-05-04,Returned,6917.84
913,7684,2026-05-07,Pending,83994.06
914,9722,2026-02-09,Pending,128019.98
917,7863,2026-06-05,Cancelled,382706.8
918,9646,2025-02-20,Pending,53173.16
919,5286,2025-02-14,Returned,198706.69
920,4000,2025-10-28,Cancelled,9758.64
921,1924,2025-12-08,Shipped,1917.77
922,6304,2024-09-30,Shipped,118920.84
923,5621,2026-04-01,Cancelled,95316.34
924,8989,2026-01-20,Shipped,103977.78
925,7251,2026-03-03,Cancelled,193235.29
926,5570,2026-06-24,Shipped,79829.54
929,6990,2025-06-21,Shipped,130565.91
930,1239,2025-06-19,Cancelled,30501.16
932,8099,2026-01-01,Shipped,172076.58
933,362,2025-09-04,Pending,367205.47
934,4378,2026-04-21,Cancelled,486414.55
935,9130,2026-03-01,Shipped,160061.54
939,9083,2025-06-05,Pending,3276.4
940,4378,2025-08-20,Returned,336228.76
942,4148,2025-07-16,Delivered,544187.41
946,1735,2025-12-11,Processing,111777.55
948,6343,2026-04-07,Shipped,25239.16
949,7167,2024-11-29,Returned,560613.92
951,7324,2024-12-27,Delivered,70669.87
952,982,2025-08-01,Shipped,165465.68
954,3274,2025-11-28,Shipped,645677.65
955,6623,2024-07-07,Shipped,234416.25
956,1205,2025-12-13,Shipped,303044.48
958,2808,2025-03-23,Pending,15691.32
960,1902,2024-08-16,Processing,479005.7
963,4314,2024-11-09,Shipped,21655.42
966,7045,2026-03-22,Shipped,70898.55
967,3043,2025-01-14,Cancelled,4372.34
968,2957,2026-03-22,Cancelled,6746.13
971,4296,2025-12-09,Delivered,340381.56
972,3618,2025-09-13,Returned,448605.66
973,8661,2025-06-13,Returned,570896.64
975,6971,2025-04-07,Shipped,505821.13
980,935,2024-07-09,Cancelled,31738.79
982,7790,2025-03-08,Shipped,148333.68
983,6941,2024-12-03,Shipped,48097.7
984,2134,2025-01-16,Returned,393079.44
986,4923,2026-01-30,Processing,7441.54
987,9645,2026-04-29,Cancelled,17799.39
989,6261,2026-01-20,Shipped,324792.3
990,9861,2026-02-26,Processing,23197.24
992,1494,2026-01-14,Processing,448389.52
994,5914,2024-12-04,Pending,5224.72
995,3256,2025-09-11,Shipped,184890.63
998,3422,2026-04-26,Pending,199320.04
1002,6794,2025-07-03,Delivered,63217.38
1003,4277,2024-10-26,Processing,22751.06
1005,6431,2025-12-12,Pending,625677.0
1007,1252,2026-02-16,Delivered,341719.4
1009,9696,2024-06-29,Delivered,35265.78
1011,647,2025-01-02,Shipped,20047.85
1012,9640,2025-01-25,Delivered,27456.53
1014,797,2024-07-01,Shipped,465889.0
1015,1955,2026-06-03,Delivered,15809.42
1017,4239,2025-02-22,Cancelled,129863.74
1018,1659,2026-04-24,Processing,184427.9
1020,9898,2026-01-10,Delivered,7308.68
1021,3573,2025-12-27,Delivered,626575.6
1022,9,2025-02-26,Shipped,381019.24
1023,915,2025-03-07,Pending,432880.45
1026,7934,2025-03-03,Pending,61918.94
1029,1998,2025-01-01,Cancelled,35351.34
1030,7266,2024-10-08,Processing,7647.06
1031,7216,2024-08-18,Pending,367184.87
1033,5187,2026-01-01,Processing,6738.73
1034,1183,2025-11-26,Delivered,159383.87
1037,1362,2025-12-04,Returned,53602.23
1038,6056,2025-06-23,Cancelled,138854.0
1040,2333,2025-11-21,Pending,77942.58
1042,5723,2025-08-19,Delivered,93110.54
1043,7649,2025-08-31,Shipped,21824.13
1044,1656,2024-06-24,Processing,79918.11
1046,6634,2025-03-31,Pending,44080.05
1049,6042,2024-08-20,Returned,124821.44
1052,1206,2026-03-14,Returned,130071.95
1053,6031,2025-12-02,Cancelled,74243.9
1054,4630,2026-03-10,Pending,61852.46
1055,8756,2026-06-07,Pending,20785.02
1060,5787,2024-12-02,Delivered,136705.42
1061,2881,2025-12-13,Pending,7555.2
1063,5024,2025-02-07,Processing,147585.02
1069,92,2026-01-16,Returned,1096954.67
1073,7314,2025-01-25,Delivered,63869.02
1074,8763,2026-01-09,Pending,1349858.74
1077,2236,2026-02-11,Processing,290510.54
1081,193,2026-03-10,Returned,136864.05
1082,1976,2026-05-16,Cancelled,22383.26
1083,8980,2024-09-28,Pending,479809.52
1085,5339,2026-01-19,Shipped,24065.92
1086,8765,2025-03-07,Pending,880033.12
1088,5104,2024-08-03,Delivered,17193.9
1091,2796,2026-03-04,Cancelled,21035.87
1092,774,2025-09-25,Delivered,46088.05
1095,2222,2026-05-15,Pending,67342.27
1096,1432,2025-01-08,Delivered,621143.44
1098,3887,2024-10-12,Shipped,25817.82
1099,4166,2025-09-30,Returned,466243.2
1104,3481,2026-02-09,Delivered,13335.99
1105,4329,2025-10-31,Delivered,43853.98
1107,1746,2025-02-15,Cancelled,293577.68
1108,6401,2025-02-10,Shipped,101720.42
1114,5444,2025-05-08,Returned,28594.71
1115,2121,2026-06-18,Shipped,671500.69
1116,9148,2025-08-13,Shipped,7730.25
1117,973,2026-03-10,Delivered,368333.46
1118,7228,2026-01-07,Pending,664286.4
1119,5548,2024-07-31,Delivered,28489.34
1122,5802,2025-12-20,Delivered,48329.8
1123,725,2024-07-10,Returned,244323.31
1127,1173,2026-05-17,Pending,40950.86
1130,9986,2025-07-30,Pending,67735.2
1131,5337,2025-05-28,Pending,3807.65
1133,2032,2025-06-12,Pending,102446.51
1135,2491,2024-06-28,Delivered,107139.51
1138,8960,2026-03-28,Returned,56946.53
1140,4647,2024-10-22,Returned,688646.75
1141,4465,2024-06-26,Delivered,105203.86
1142,8008,2026-04-20,Shipped,53295.88
1144,8633,2025-02-11,Returned,73191.15
1145,3680,2025-03-24,Delivered,122939.93
1147,5865,2024-09-03,Cancelled,60025.27
1150,7425,2024-12-03,Shipped,100181.51
1152,180,2025-03-11,Returned,412684.08
1153,9938,2026-06-07,Delivered,38564.1
1154,744,2025-11-09,Returned,98303.21
1160,5745,2026-06-18,Processing,135393.24
1161,7259,2025-01-15,Shipped,9996.33
