order_item_id,order_id,product_id,quantity,unit_price,line_total
2280,738,292,2,7121.26,14242.52
2312,751,103,3,12616.89,37850.67
2335,758,28,4,10119.91,40479.64
2389,777,111,3,80943.94,242831.82
2402,781,162,2,3942.73,7885.46
2412,784,27,1,71929.16,71929.16
2495,808,78,2,145841.92,291683.84
2501,810,74,2,13138.79,26277.58
2502,811,78,5,145841.92,729209.6
2505,812,68,4,7849.25,31397.0
2539,823,59,3,1844.33,5532.99
2543,824,43,2,1982.92,3965.84
2544,824,105,3,3234.98,9704.94
2547,825,139,2,7382.47,14764.94
2567,833,25,5,4295.09,21475.45
2597,841,345,4,147184.47,588737.88
2618,852,148,1,8171.55,8171.55
2632,859,48,5,100885.13,504425.65
2636,860,207,2,19007.44,38014.88
2640,860,27,2,71929.16,143858.32
2649,864,173,2,307.23,614.46
2652,865,176,4,6987.98,27951.92
2690,881,27,1,71929.16,71929.16
2702,886,67,4,10384.38,41537.52
2713,889,34,3,2248.71,6746.13
2725,894,36,4,144804.33,579217.32
2738,897,63,2,80967.69,161935.38
2753,903,148,3,8171.55,24514.65
2804,922,192,3,7425.63,22276.89
2810,923,162,2,3942.73,7885.46
2815,924,18,5,7176.16,35880.8
2821,925,126,4,4840.72,19362.88
2839,933,70,5,69610.99,348054.95
2912,956,244,2,147162.42,294324.84
2915,958,1,3,5230.44,15691.32
2947,968,34,3,2248.71,6746.13
2960,972,187,5,2462.4,12312.0
2990,982,59,1,1844.33,1844.33
3006,989,63,4,80967.69,323870.76
3018,995,125,2,76672.43,153344.86
3021,995,17,5,425.35,2126.75
3072,1014,48,4,100885.13,403540.52
3075,1014,153,1,13899.18,13899.18
3087,1017,26,3,3169.73,9509.19
3088,1018,63,2,80967.69,161935.38
3150,1038,32,4,18130.42,72521.68
3156,1040,153,5,13899.18,69495.9
3160,1042,101,1,59178.18,59178.18
3164,1043,67,2,10384.38,20768.76
3177,1049,10,5,7562.39,37811.95
3195,1054,588,3,16682.52,50047.56
3222,1063,76,4,7097.94,28391.76
3240,1069,36,4,144804.33,579217.32
3254,1073,76,1,7097.94,7097.94
3257,1074,13,1,7625.85,7625.85
3259,1074,586,5,98317.49,491587.45
3274,1077,74,1,13138.79,13138.79
3289,1083,75,5,95364.86,476824.3
3317,1091,162,3,3942.73,11828.19
3328,1096,399,1,36282.21,36282.21
3332,1096,588,2,16682.52,33365.04
3351,1105,1,5,5230.44,26152.2
3382,1115,6,4,123438.88,493755.52
3385,1116,91,1,2378.31,2378.31
3389,1117,70,5,69610.99,348054.95
3430,1130,203,5,4525.86,22629.3
3445,1135,139,1,7382.47,7382.47
3472,1145,101,2,59178.18,118356.36
3484,1150,3,4,4217.5,16870.0
3487,1150,18,2,7176.16,14352.32
3492,1152,77,3,10405.44,31216.32
3493,1153,55,4,1633.27,6533.08
3522,1163,251,4,24432.2,97728.8
3547,1172,34,4,2248.71,8994.84
3550,1173,261,3,53603.38,160810.14
3574,1184,13,4,7625.85,30503.4
3575,1184,18,2,7176.16,14352.32
3586,1189,70,4,69610.99,278443.96
3591,1191,11,2,5436.73,10873.46
3598,1194,110,2,13634.35,27268.7
3601,1196,59,4,1844.33,7377.32
3631,1204,13,2,7625.85,15251.7
3656,1214,33,3,20105.97,60317.91
3694,1226,47,5,16326.14,81630.7
3715,1233,203,5,4525.86,22629.3
3738,1244,207,4,19007.44,76029.76
3741,1244,65,4,13328.64,53314.56
3763,1253,428,5,121678.24,608391.2
3802,1268,173,2,307.23,614.46
3807,1271,29,2,8163.03,16326.06
3827,1277,39,4,44596.1,178384.4
3828,1277,91,5,2378.31,11891.55
3844,1283,68,2,7849.25,15698.5
3845,1283,123,5,134809.65,674048.25
3922,1308,74,3,13138.79,39416.37
3947,1315,57,2,2493.77,4987.54
3969,1321,173,1,307.23,307.23
3978,1326,244,1,147162.42,147162.42
3979,1326,23,3,6633.18,19899.54
3980,1326,12,1,6242.95,6242.95
3983,1327,192,2,7425.63,14851.26
4001,1332,247,3,51014.24,153042.72
4006,1334,116,2,134846.1,269692.2
4016,1338,153,3,13899.18,41697.54
4017,1338,17,3,425.35,1276.05
4024,1340,75,1,95364.86,95364.86
4025,1340,244,1,147162.42,147162.42
4026,1340,586,2,98317.49,196634.98
4029,1341,31,4,7698.27,30793.08
4054,1351,428,3,121678.24,365034.72
4066,1357,1,2,5230.44,10460.88
4073,1360,29,3,8163.03,24489.09
4090,1367,65,2,13328.64,26657.28
4120,1376,15,1,3796.91,3796.91
4136,1381,105,2,3234.98,6469.96
4182,1397,125,2,76672.43,153344.86
4215,1407,69,2,1212.72,2425.44
4227,1411,159,5,139137.03,695685.15
4243,1416,23,3,6633.18,19899.54
4245,1417,11,2,5436.73,10873.46
4255,1420,42,1,2103.18,2103.18
4257,1421,126,1,4840.72,4840.72
4277,1427,4,3,2240.39,6721.17
4278,1428,3,5,4217.5,21087.5
4280,1428,9,4,6757.67,27030.68
4284,1429,173,5,307.23,1536.15
4310,1439,23,2,6633.18,13266.36
4315,1441,26,3,3169.73,9509.19
4336,1446,588,4,16682.52,66730.08
4337,1446,48,5,100885.13,504425.65
4362,1452,115,3,55233.86,165701.58
4364,1453,153,3,13899.18,41697.54
4384,1459,78,5,145841.92,729209.6
4386,1459,41,2,2488.55,4977.1
4444,1478,18,2,7176.16,14352.32
4470,1485,10,2,7562.39,15124.78
4473,1487,29,1,8163.03,8163.03
4475,1487,17,2,425.35,850.7
4483,1490,428,2,121678.24,243356.48
4510,1502,171,5,1502.98,7514.9
4544,1512,8,1,532.39,532.39
4561,1517,203,4,4525.86,18103.44
4564,1518,171,1,1502.98,1502.98
4586,1526,47,1,16326.14,16326.14
4594,1527,500,1,139955.33,139955.33
4607,1534,58,3,6122.36,18367.08
4612,1535,101,5,59178.18,295890.9
4617,1537,4,4,2240.39,8961.56
4619,1537,309,3,2852.38,8557.14
4629,1541,28,3,10119.91,30359.73
4637,1543,26,3,3169.73,9509.19
4639,1543,24,3,8318.44,24955.32
4647,1546,82,2,2079.75,4159.5
4689,1564,4,2,2240.39,4480.78
4717,1572,345,2,147184.47,294368.94
4718,1572,8,5,532.39,2661.95
4739,1579,63,3,80967.69,242903.07
4746,1581,19,1,92386.4,92386.4
4748,1581,213,3,37437.66,112312.98
4772,1591,244,2,147162.42,294324.84
4798,1598,125,5,76672.43,383362.15
4839,1613,79,3,79743.69,239231.07
4852,1618,203,1,4525.86,4525.86
4882,1630,162,4,3942.73,15770.92
4883,1631,27,4,71929.16,287716.64
4888,1633,18,2,7176.16,14352.32
4899,1636,101,4,59178.18,236712.72
4937,1648,53,5,39766.72,198833.6
4940,1649,3,3,4217.5,12652.5
4958,1655,24,2,8318.44,16636.88
4977,1662,24,1,8318.44,8318.44
4980,1662,79,5,79743.69,398718.45
5013,1673,126,1,4840.72,4840.72
5020,1675,162,5,3942.73,19713.65
5023,1675,31,2,7698.27,15396.54
5036,1679,247,3,51014.24,153042.72
5038,1680,385,2,148954.99,297909.98
5047,1684,47,5,16326.14,81630.7
5048,1684,70,5,69610.99,348054.95
5096,1702,50,4,1962.94,7851.76
5097,1703,13,4,7625.85,30503.4
5099,1704,105,3,3234.98,9704.94
5106,1707,78,5,145841.92,729209.6
5117,1710,4,1,2240.39,2240.39
5120,1711,69,2,1212.72,2425.44
5123,1713,201,1,1559.8,1559.8
5162,1724,126,5,4840.72,24203.6
5164,1725,20,2,134870.19,269740.38
5166,1726,31,2,7698.27,15396.54
5190,1733,192,5,7425.63,37128.15
5203,1736,244,4,147162.42,588649.68
5205,1737,159,3,139137.03,417411.09
5219,1740,65,2,13328.64,26657.28
5298,1764,47,5,16326.14,81630.7
5299,1764,74,3,13138.79,39416.37
5314,1769,82,2,2079.75,4159.5
5388,1793,101,1,59178.18,59178.18
5418,1805,86,1,68088.99,68088.99
5467,1819,34,5,2248.71,11243.55
5481,1824,428,2,121678.24,243356.48
5497,1831,244,3,147162.42,441487.26
5504,1835,110,5,13634.35,68171.75
5537,1846,47,5,16326.14,81630.7
5547,1850,82,4,2079.75,8319.0
5559,1854,217,3,39628.35,118885.05
5583,1861,192,5,7425.63,37128.15
5584,1861,74,5,13138.79,65693.95
5585,1861,13,3,7625.85,22877.55
5593,1864,586,4,98317.49,393269.96
5625,1873,309,1,2852.38,2852.38
5637,1878,261,3,53603.38,160810.14
5669,1890,203,5,4525.86,22629.3
5672,1891,87,4,49914.35,199657.4
5683,1893,153,2,13899.18,27798.36
5751,1912,292,4,7121.26,28485.04
5758,1914,9,2,6757.67,13515.34
5771,1919,201,5,1559.8,7799.0
5784,1922,246,2,1037.71,2075.42
5797,1925,70,4,69610.99,278443.96
5802,1928,58,3,6122.36,18367.08
5803,1928,76,2,7097.94,14195.88
5804,1928,23,1,6633.18,6633.18
5809,1929,2,3,19051.9,57155.7
5842,1942,171,2,1502.98,3005.96
5856,1945,274,1,92589.08,92589.08
5863,1946,187,2,2462.4,4924.8
5865,1946,65,1,13328.64,13328.64
5880,1953,70,1,69610.99,69610.99
5913,1967,247,5,51014.24,255071.2
5930,1975,111,3,80943.94,242831.82
5961,1984,59,3,1844.33,5532.99
6012,1998,33,1,20105.97,20105.97
6023,2000,588,4,16682.52,66730.08
6061,2014,123,1,134809.65,134809.65
6088,2024,63,4,80967.69,323870.76
6105,2029,212,2,54509.32,109018.64
6134,2037,118,5,49086.05,245430.25
6135,2037,18,2,7176.16,14352.32
6166,2050,58,5,6122.36,30611.8
6172,2052,274,1,92589.08,92589.08
6180,2056,11,5,5436.73,27183.65
6208,2064,244,3,147162.42,441487.26
6232,2071,77,3,10405.44,31216.32
6246,2078,162,5,3942.73,19713.65
6264,2083,25,4,4295.09,17180.36
6271,2085,70,4,69610.99,278443.96
6279,2088,23,1,6633.18,6633.18
6297,2092,70,3,69610.99,208832.97
6302,2093,36,1,144804.33,144804.33
6315,2097,14,1,3356.62,3356.62
6339,2107,217,2,39628.35,79256.7
6371,2117,25,1,4295.09,4295.09
6402,2129,588,3,16682.52,50047.56
6412,2133,162,5,3942.73,19713.65
6416,2133,63,1,80967.69,80967.69
6438,2144,95,3,16613.76,49841.28
6442,2146,17,1,425.35,425.35
6461,2156,39,5,44596.1,222980.5
6489,2165,586,3,98317.49,294952.47
6494,2168,39,2,44596.1,89192.2
6495,2168,24,3,8318.44,24955.32
6506,2171,115,1,55233.86,55233.86
6510,2172,69,2,1212.72,2425.44
6513,2172,153,3,13899.18,41697.54
6551,2186,70,3,69610.99,208832.97
6557,2189,6,1,123438.88,123438.88
6558,2189,153,3,13899.18,41697.54
6561,2191,57,1,2493.77,2493.77
6586,2197,187,1,2462.4,2462.4
6591,2200,68,5,7849.25,39246.25
6602,2204,14,5,3356.62,16783.1
6603,2204,57,3,2493.77,7481.31
6609,2205,171,2,1502.98,3005.96
6623,2210,115,1,55233.86,55233.86
6634,2213,176,4,6987.98,27951.92
6682,2228,57,1,2493.77,2493.77
6694,2231,70,1,69610.99,69610.99
6706,2236,7,1,784.5,784.5
6708,2237,247,2,51014.24,102028.48
6713,2238,78,1,145841.92,145841.92
6718,2240,261,4,53603.38,214413.52
6758,2254,126,2,4840.72,9681.44
6762,2255,134,2,1847.89,3695.78
6766,2256,148,4,8171.55,32686.2
6781,2262,244,5,147162.42,735812.1
6791,2264,13,4,7625.85,30503.4
6809,2271,274,5,92589.08,462945.4
6811,2272,139,3,7382.47,22147.41
6821,2277,329,3,1582.42,4747.26
6852,2287,8,5,532.39,2661.95
6853,2287,28,5,10119.91,50599.55
6860,2290,10,2,7562.39,15124.78
6882,2296,314,2,111873.03,223746.06
6888,2299,14,3,3356.62,10069.86
6890,2299,70,4,69610.99,278443.96
6894,2300,261,1,53603.38,53603.38
6904,2303,134,1,1847.89,1847.89
6906,2303,4,3,2240.39,6721.17
6908,2304,58,4,6122.36,24489.44
6914,2305,125,4,76672.43,306689.72
6939,2313,101,2,59178.18,118356.36
6946,2315,82,2,2079.75,4159.5
6974,2326,244,2,147162.42,294324.84
6990,2331,25,5,4295.09,21475.45
7002,2335,77,3,10405.44,31216.32
7005,2335,57,2,2493.77,4987.54
7007,2336,39,2,44596.1,89192.2
7032,2344,118,3,49086.05,147258.15
7049,2351,171,3,1502.98,4508.94
7050,2351,385,5,148954.99,744774.95
7053,2352,139,5,7382.47,36912.35
7062,2355,7,4,784.5,3138.0
7065,2355,101,2,59178.18,118356.36
7104,2369,12,3,6242.95,18728.85
7105,2369,75,3,95364.86,286094.58
7123,2376,385,4,148954.99,595819.96
7132,2379,292,1,7121.26,7121.26
7188,2398,586,2,98317.49,196634.98
7206,2404,75,3,95364.86,286094.58
7209,2405,8,5,532.39,2661.95
7210,2405,25,5,4295.09,21475.45
7220,2407,329,3,1582.42,4747.26
7224,2408,126,3,4840.72,14522.16
7237,2413,173,5,307.23,1536.15
7239,2413,69,3,1212.72,3638.16
7262,2425,588,1,16682.52,16682.52
7274,2429,10,2,7562.39,15124.78
7275,2429,31,4,7698.27,30793.08
7309,2440,399,2,36282.21,72564.42
7329,2448,171,3,1502.98,4508.94
7339,2451,20,2,134870.19,269740.38
7348,2454,17,4,425.35,1701.4
7354,2456,116,2,134846.1,269692.2
7364,2458,11,3,5436.73,16310.19
7417,2476,59,3,1844.33,5532.99
7431,2481,19,3,92386.4,277159.2
7456,2488,125,2,76672.43,153344.86
7473,2492,31,2,7698.27,15396.54
7489,2497,69,3,1212.72,3638.16
7503,2502,500,3,139955.33,419865.99
7523,2509,103,4,12616.89,50467.56
7526,2509,247,3,51014.24,153042.72
7529,2510,31,1,7698.27,7698.27
7542,2513,87,1,49914.35,49914.35
7545,2515,111,1,80943.94,80943.94
7571,2522,95,3,16613.76,49841.28
7600,2531,82,2,2079.75,4159.5
7616,2538,274,4,92589.08,370356.32
7626,2541,67,1,10384.38,10384.38
7646,2550,4,2,2240.39,4480.78
7667,2556,203,3,4525.86,13577.58
7683,2563,63,1,80967.69,80967.69
7685,2563,588,1,16682.52,16682.52
7702,2568,314,2,111873.03,223746.06
7723,2576,56,2,542.0,1084.0
7737,2581,56,2,542.0,1084.0
7740,2582,10,5,7562.39,37811.95
7741,2582,22,5,2070.3,10351.5
7772,2595,39,4,44596.1,178384.4
7784,2598,17,1,425.35,425.35
7788,2599,153,4,13899.18,55596.72
7802,2605,213,5,37437.66,187188.3
7824,2611,103,5,12616.89,63084.45
7835,2614,15,1,3796.91,3796.91
7844,2616,153,4,13899.18,55596.72
7882,2629,55,4,1633.27,6533.08
7893,2635,148,1,8171.55,8171.55
7895,2635,116,4,134846.1,539384.4
7919,2645,500,2,139955.33,279910.66
7956,2655,86,1,68088.99,68088.99
7959,2657,32,4,18130.42,72521.68
7998,2668,48,3,100885.13,302655.39
8000,2668,75,1,95364.86,95364.86
8003,2669,428,1,121678.24,121678.24
8004,2669,134,5,1847.89,9239.45
8010,2671,207,4,19007.44,76029.76
8033,2677,36,5,144804.33,724021.65
8053,2684,212,5,54509.32,272546.6
8069,2690,75,3,95364.86,286094.58
8085,2695,139,4,7382.47,29529.88
8089,2696,22,4,2070.3,8281.2
8093,2697,15,1,3796.91,3796.91
8097,2699,41,3,2488.55,7465.65
8124,2709,153,1,13899.18,13899.18
8136,2712,292,3,7121.26,21363.78
8146,2715,70,5,69610.99,348054.95
8174,2724,17,5,425.35,2126.75
8198,2731,57,1,2493.77,2493.77
8221,2740,57,2,2493.77,4987.54
8238,2745,176,1,6987.98,6987.98
8254,2750,55,2,1633.27,3266.54
8255,2750,41,3,2488.55,7465.65
8281,2759,78,5,145841.92,729209.6
8296,2766,65,1,13328.64,13328.64
8315,2773,42,3,2103.18,6309.54
8348,2782,55,1,1633.27,1633.27
8365,2787,11,4,5436.73,21746.92
8375,2790,274,4,92589.08,370356.32
8389,2795,23,4,6633.18,26532.72
8403,2798,105,4,3234.98,12939.92
8405,2798,5,2,2236.52,4473.04
8425,2808,26,3,3169.73,9509.19
8434,2810,47,2,16326.14,32652.28
8443,2815,385,3,148954.99,446864.97
8446,2815,213,1,37437.66,37437.66
8448,2816,77,5,10405.44,52027.2
8465,2819,8,4,532.39,2129.56
8495,2829,251,2,24432.2,48864.4
8502,2831,5,3,2236.52,6709.56
8503,2832,5,4,2236.52,8946.08
8511,2834,82,4,2079.75,8319.0
8513,2834,247,1,51014.24,51014.24
8522,2838,57,4,2493.77,9975.08
8538,2844,91,4,2378.31,9513.24
8554,2849,13,2,7625.85,15251.7
8611,2868,192,5,7425.63,37128.15
8643,2878,203,2,4525.86,9051.72
8644,2879,17,1,425.35,425.35
8645,2879,123,3,134809.65,404428.95
8659,2884,50,2,1962.94,3925.88
8676,2891,26,4,3169.73,12678.92
8695,2898,14,2,3356.62,6713.24
8706,2901,176,1,6987.98,6987.98
8712,2904,95,4,16613.76,66455.04
8746,2915,329,3,1582.42,4747.26
8756,2918,56,4,542.0,2168.0
8785,2928,32,3,18130.42,54391.26
8787,2929,428,2,121678.24,243356.48
8809,2936,171,3,1502.98,4508.94
8822,2940,115,2,55233.86,110467.72
8847,2950,55,5,1633.27,8166.35
8897,2969,31,1,7698.27,7698.27
8906,2974,13,3,7625.85,22877.55
8914,2976,123,1,134809.65,134809.65
8944,2984,246,3,1037.71,3113.13
8956,2989,115,3,55233.86,165701.58
8958,2989,63,4,80967.69,323870.76
8984,2998,399,1,36282.21,36282.21
8994,3001,187,4,2462.4,9849.6
9074,3024,57,4,2493.77,9975.08
9088,3029,70,1,69610.99,69610.99
9098,3031,33,2,20105.97,40211.94
9110,3034,105,4,3234.98,12939.92
9111,3034,13,5,7625.85,38129.25
9113,3035,63,1,80967.69,80967.69
9114,3035,11,5,5436.73,27183.65
9144,3046,20,1,134870.19,134870.19
9163,3052,171,4,1502.98,6011.92
9182,3058,76,3,7097.94,21293.82
9195,3061,247,1,51014.24,51014.24
9200,3062,125,1,76672.43,76672.43
9201,3063,78,4,145841.92,583367.68
9215,3068,110,2,13634.35,27268.7
9226,3071,246,1,1037.71,1037.71
9279,3087,159,3,139137.03,417411.09
9280,3087,9,5,6757.67,33788.35
9294,3092,221,4,40271.97,161087.88
9322,3102,111,4,80943.94,323775.76
9365,3118,3,2,4217.5,8435.0
9385,3125,251,2,24432.2,48864.4
9402,3132,55,3,1633.27,4899.81
9424,3139,32,3,18130.42,54391.26
9439,3143,118,4,49086.05,196344.2
9445,3145,24,2,8318.44,16636.88
9456,3148,69,3,1212.72,3638.16
9482,3157,192,5,7425.63,37128.15
9495,3160,9,2,6757.67,13515.34
9537,3178,101,5,59178.18,295890.9
9564,3187,15,4,3796.91,15187.64
9575,3191,53,4,39766.72,159066.88
9576,3191,42,5,2103.18,10515.9
9591,3196,274,3,92589.08,277767.24
9615,3204,148,2,8171.55,16343.1
9628,3208,176,1,6987.98,6987.98
9666,3219,500,5,139955.33,699776.65
9672,3220,69,5,1212.72,6063.6
9691,3226,588,1,16682.52,16682.52
9698,3228,118,3,49086.05,147258.15
9707,3231,261,4,53603.38,214413.52
9737,3240,69,5,1212.72,6063.6
9757,3245,101,5,59178.18,295890.9
9761,3248,57,1,2493.77,2493.77
9764,3249,176,4,6987.98,27951.92
9766,3249,10,5,7562.39,37811.95
9780,3256,116,2,134846.1,269692.2
9781,3257,95,2,16613.76,33227.52
9807,3268,187,5,2462.4,12312.0
9826,3273,500,2,139955.33,279910.66
9835,3275,246,2,1037.71,2075.42
9843,3277,125,4,76672.43,306689.72
9872,3287,192,5,7425.63,37128.15
9932,3308,77,5,10405.44,52027.2
9933,3308,187,2,2462.4,4924.8
9938,3310,171,1,1502.98,1502.98
9947,3313,34,4,2248.71,8994.84
9981,3324,162,4,3942.73,15770.92
9990,3326,86,3,68088.99,204266.97
9992,3328,153,2,13899.18,27798.36
9993,3328,43,1,1982.92,1982.92
10002,3331,65,5,13328.64,66643.2
10048,3345,57,3,2493.77,7481.31
10064,3350,75,1,95364.86,95364.86
10072,3353,115,5,55233.86,276169.3
10089,3363,86,4,68088.99,272355.96
10121,3374,58,2,6122.36,12244.72
10122,3374,126,5,4840.72,24203.6
10156,3385,162,1,3942.73,3942.73
10173,3392,105,3,3234.98,9704.94
10175,3392,139,5,7382.47,36912.35
10178,3393,86,5,68088.99,340444.95
10208,3403,126,5,4840.72,24203.6
10238,3414,36,1,144804.33,144804.33
10250,3418,31,3,7698.27,23094.81
10274,3425,500,3,139955.33,419865.99
10337,3442,79,4,79743.69,318974.76
10355,3449,246,3,1037.71,3113.13
10370,3455,65,4,13328.64,53314.56
10388,3461,55,4,1633.27,6533.08
10391,3462,126,4,4840.72,19362.88
10402,3466,153,3,13899.18,41697.54
10407,3467,69,1,1212.72,1212.72
10413,3470,187,3,2462.4,7387.2
10429,3474,22,3,2070.3,6210.9
10438,3479,4,2,2240.39,4480.78
10440,3479,25,1,4295.09,4295.09
10469,3488,48,3,100885.13,302655.39
10485,3494,25,5,4295.09,21475.45
10502,3498,4,5,2240.39,11201.95
10537,3509,261,5,53603.38,268016.9
10596,3525,50,5,1962.94,9814.7
10604,3529,67,2,10384.38,20768.76
10635,3538,15,1,3796.91,3796.91
10677,3550,76,5,7097.94,35489.7
10731,3564,110,3,13634.35,40903.05
10778,3579,63,2,80967.69,161935.38
10780,3580,171,3,1502.98,4508.94
10864,3606,87,3,49914.35,149743.05
10865,3606,24,4,8318.44,33273.76
10898,3615,5,2,2236.52,4473.04
10903,3617,101,1,59178.18,59178.18
10940,3633,29,4,8163.03,32652.12
10945,3635,345,3,147184.47,441553.41
10963,3642,125,4,76672.43,306689.72
11007,3658,23,1,6633.18,6633.18
11067,3683,4,1,2240.39,2240.39
11087,3688,25,4,4295.09,17180.36
11111,3695,53,3,39766.72,119300.16
11112,3695,63,2,80967.69,161935.38
11137,3705,399,3,36282.21,108846.63
11143,3707,15,2,3796.91,7593.82
11159,3710,150,3,125961.17,377883.51
11171,3714,213,3,37437.66,112312.98
11172,3715,70,5,69610.99,348054.95
11187,3720,75,4,95364.86,381459.44
11195,3724,110,3,13634.35,40903.05
11200,3726,56,5,542.0,2710.0
11202,3726,213,2,37437.66,74875.32
11220,3734,221,1,40271.97,40271.97
11221,3734,329,5,1582.42,7912.1
11243,3743,126,2,4840.72,9681.44
11260,3749,27,1,71929.16,71929.16
11266,3752,115,3,55233.86,165701.58
11274,3754,19,4,92386.4,369545.6
11296,3759,148,2,8171.55,16343.1
11302,3760,261,5,53603.38,268016.9
11305,3761,59,1,1844.33,1844.33
11307,3762,329,4,1582.42,6329.68
11319,3767,91,1,2378.31,2378.31
