order_item_id,order_id,product_id,quantity,unit_price,line_total
561,177,11,5,5436.73,27183.65
573,181,116,4,134846.1,539384.4
578,182,201,5,1559.8,7799.0
579,182,12,1,6242.95,6242.95
587,184,41,2,2488.55,4977.1
601,188,11,5,5436.73,27183.65
603,189,247,5,51014.24,255071.2
616,192,428,2,121678.24,243356.48
642,201,95,5,16613.76,83068.8
654,204,18,3,7176.16,21528.48
656,204,126,1,4840.72,4840.72
659,205,79,2,79743.69,159487.38
666,207,14,2,3356.62,6713.24
677,210,173,2,307.23,614.46
680,212,55,2,1633.27,3266.54
681,213,56,2,542.0,1084.0
686,214,65,2,13328.64,26657.28
696,217,399,4,36282.21,145128.84
704,219,101,3,59178.18,177534.54
719,223,329,5,1582.42,7912.1
737,228,68,2,7849.25,15698.5
760,234,34,3,2248.71,6746.13
771,237,28,4,10119.91,40479.64
772,237,201,4,1559.8,6239.2
773,237,50,3,1962.94,5888.82
802,246,314,2,111873.03,223746.06
806,247,176,3,6987.98,20963.94
816,250,48,5,100885.13,504425.65
841,257,10,2,7562.39,15124.78
849,260,292,4,7121.26,28485.04
853,262,57,5,2493.77,12468.85
858,264,123,2,134809.65,269619.3
868,268,27,3,71929.16,215787.48
893,276,1,2,5230.44,10460.88
902,278,105,1,3234.98,3234.98
904,279,500,3,139955.33,419865.99
914,283,59,5,1844.33,9221.65
931,288,28,2,10119.91,20239.82
935,291,588,5,16682.52,83412.6
956,299,36,5,144804.33,724021.65
975,304,22,2,2070.3,4140.6
985,308,171,5,1502.98,7514.9
986,308,46,1,1082.64,1082.64
993,310,27,5,71929.16,359645.8
996,312,2,5,19051.9,95259.5
1001,313,101,5,59178.18,295890.9
1006,314,116,2,134846.1,269692.2
1030,322,399,2,36282.21,72564.42
1040,325,4,2,2240.39,4480.78
1043,326,187,1,2462.4,2462.4
1044,326,91,5,2378.31,11891.55
1047,327,162,3,3942.73,11828.19
1053,328,76,3,7097.94,21293.82
1058,329,314,1,111873.03,111873.03
1062,331,55,3,1633.27,4899.81
1066,332,36,4,144804.33,579217.32
1085,339,292,4,7121.26,28485.04
1090,341,111,4,80943.94,323775.76
1100,345,24,5,8318.44,41592.2
1120,351,6,4,123438.88,493755.52
1125,352,68,2,7849.25,15698.5
1130,353,171,1,1502.98,1502.98
1132,353,292,2,7121.26,14242.52
1142,357,10,2,7562.39,15124.78
1149,360,65,2,13328.64,26657.28
1161,363,5,5,2236.52,11182.6
1175,368,12,3,6242.95,18728.85
1184,371,34,3,2248.71,6746.13
1193,374,105,5,3234.98,16174.9
1200,377,159,2,139137.03,278274.06
1207,380,46,1,1082.64,1082.64
1211,381,24,2,8318.44,16636.88
1214,382,67,2,10384.38,20768.76
1229,386,171,5,1502.98,7514.9
1240,390,217,2,39628.35,79256.7
1247,392,251,1,24432.2,24432.2
1249,392,39,2,44596.1,89192.2
1253,393,221,1,40271.97,40271.97
1255,394,29,4,8163.03,32652.12
1256,394,11,5,5436.73,27183.65
1262,395,75,5,95364.86,476824.3
1268,397,148,4,8171.55,32686.2
1270,398,292,1,7121.26,7121.26
1298,405,14,2,3356.62,6713.24
1299,406,399,2,36282.21,72564.42
1300,406,58,5,6122.36,30611.8
1304,407,36,1,144804.33,144804.33
1312,408,201,5,1559.8,7799.0
1322,413,399,2,36282.21,72564.42
1342,418,329,1,1582.42,1582.42
1359,423,63,3,80967.69,242903.07
1363,425,187,1,2462.4,2462.4
1366,426,48,5,100885.13,504425.65
1368,426,76,1,7097.94,7097.94
1374,428,3,2,4217.5,8435.0
1395,435,428,1,121678.24,121678.24
1400,438,23,3,6633.18,19899.54
1405,439,75,4,95364.86,381459.44
1413,442,39,5,44596.1,222980.5
1423,445,173,2,307.23,614.46
1447,454,261,5,53603.38,268016.9
1449,456,159,1,139137.03,139137.03
1450,456,309,2,2852.38,5704.76
1454,457,63,1,80967.69,80967.69
1463,459,17,1,425.35,425.35
1469,462,70,3,69610.99,208832.97
1485,469,213,4,37437.66,149750.64
1489,470,65,5,13328.64,66643.2
1490,470,68,1,7849.25,7849.25
1497,473,173,5,307.23,1536.15
1507,476,5,2,2236.52,4473.04
1518,479,39,5,44596.1,222980.5
1528,482,24,2,8318.44,16636.88
1549,490,68,4,7849.25,31397.0
1554,491,26,4,3169.73,12678.92
1570,495,101,4,59178.18,236712.72
1587,500,399,1,36282.21,36282.21
1593,502,77,2,10405.44,20810.88
1611,507,27,3,71929.16,215787.48
1615,508,33,3,20105.97,60317.91
1617,509,385,5,148954.99,744774.95
1620,509,2,2,19051.9,38103.8
1625,511,50,2,1962.94,3925.88
1646,517,58,2,6122.36,12244.72
1660,524,126,1,4840.72,4840.72
1679,530,428,4,121678.24,486712.96
1680,531,123,1,134809.65,134809.65
1689,535,82,4,2079.75,8319.0
1692,535,55,3,1633.27,4899.81
1695,537,207,3,19007.44,57022.32
1706,541,8,1,532.39,532.39
1709,542,123,3,134809.65,404428.95
1727,548,111,2,80943.94,161887.88
1733,552,201,4,1559.8,6239.2
1737,552,292,4,7121.26,28485.04
1750,557,76,3,7097.94,21293.82
1775,566,173,2,307.23,614.46
1778,568,28,5,10119.91,50599.55
1788,571,176,1,6987.98,6987.98
1794,575,385,1,148954.99,148954.99
1808,581,46,1,1082.64,1082.64
1815,583,292,3,7121.26,21363.78
1819,585,17,3,425.35,1276.05
1821,585,134,3,1847.89,5543.67
1822,585,159,4,139137.03,556548.12
1828,587,12,4,6242.95,24971.8
1843,592,171,4,1502.98,6011.92
1869,599,20,3,134870.19,404610.57
1891,605,345,3,147184.47,441553.41
1900,608,18,2,7176.16,14352.32
1901,609,95,2,16613.76,33227.52
1906,611,213,3,37437.66,112312.98
1915,614,25,2,4295.09,8590.18
1918,614,50,1,1962.94,1962.94
1919,615,261,4,53603.38,214413.52
1925,616,162,5,3942.73,19713.65
1932,620,46,4,1082.64,4330.56
1949,624,134,5,1847.89,9239.45
1961,628,5,3,2236.52,6709.56
1964,629,31,5,7698.27,38491.35
1965,629,187,2,2462.4,4924.8
1968,630,95,5,16613.76,83068.8
1976,634,75,4,95364.86,381459.44
1979,634,7,3,784.5,2353.5
2009,645,148,3,8171.55,24514.65
2024,654,95,1,16613.76,16613.76
2026,654,24,2,8318.44,16636.88
2030,655,217,1,39628.35,39628.35
2067,667,23,3,6633.18,19899.54
2082,671,6,3,123438.88,370316.64
2083,671,56,1,542.0,542.0
2086,672,428,1,121678.24,121678.24
2101,677,9,1,6757.67,6757.67
2109,680,126,5,4840.72,24203.6
2116,682,159,5,139137.03,695685.15
2118,683,77,4,10405.44,41621.76
2137,689,212,1,54509.32,54509.32
2140,691,65,4,13328.64,53314.56
2176,702,14,4,3356.62,13426.48
2180,703,75,1,95364.86,95364.86
2185,706,78,2,145841.92,291683.84
2189,708,213,1,37437.66,37437.66
2197,711,111,1,80943.94,80943.94
2223,720,1,2,5230.44,10460.88
2226,721,213,3,37437.66,112312.98
2251,730,309,2,2852.38,5704.76
2252,730,29,4,8163.03,32652.12
2253,730,8,5,532.39,2661.95
2254,730,79,3,79743.69,239231.07
2257,731,274,2,92589.08,185178.16
2260,732,385,4,148954.99,595819.96
2263,733,244,5,147162.42,735812.1
2268,734,14,2,3356.62,6713.24
2274,736,56,1,542.0,542.0
2275,737,309,5,2852.38,14261.9
2277,737,217,5,39628.35,198141.75
2280,738,292,2,7121.26,14242.52
2298,746,39,5,44596.1,222980.5
2312,751,103,3,12616.89,37850.67
2335,758,28,4,10119.91,40479.64
2341,760,292,1,7121.26,7121.26
2354,763,25,4,4295.09,17180.36
2363,765,203,4,4525.86,18103.44
2368,768,76,2,7097.94,14195.88
2373,770,74,4,13138.79,52555.16
2389,777,111,3,80943.94,242831.82
2394,778,5,3,2236.52,6709.56
2397,779,82,1,2079.75,2079.75
2398,779,3,4,4217.5,16870.0
2402,781,162,2,3942.73,7885.46
2407,783,500,1,139955.33,139955.33
2412,784,27,1,71929.16,71929.16
2443,793,261,1,53603.38,53603.38
2452,795,24,1,8318.44,8318.44
2453,795,203,2,4525.86,9051.72
2495,808,78,2,145841.92,291683.84
2501,810,74,2,13138.79,26277.58
2502,811,78,5,145841.92,729209.6
2505,812,68,4,7849.25,31397.0
2518,816,150,5,125961.17,629805.85
2522,817,314,3,111873.03,335619.09
2539,823,59,3,1844.33,5532.99
2543,824,43,2,1982.92,3965.84
2544,824,105,3,3234.98,9704.94
2547,825,139,2,7382.47,14764.94
2554,828,31,5,7698.27,38491.35
2567,833,25,5,4295.09,21475.45
2579,837,53,4,39766.72,159066.88
2581,838,192,3,7425.63,22276.89
2597,841,345,4,147184.47,588737.88
2618,852,148,1,8171.55,8171.55
2632,859,48,5,100885.13,504425.65
2636,860,207,2,19007.44,38014.88
2640,860,27,2,71929.16,143858.32
2649,864,173,2,307.23,614.46
2652,865,176,4,6987.98,27951.92
2656,866,34,1,2248.71,2248.71
2690,881,27,1,71929.16,71929.16
2691,882,207,3,19007.44,57022.32
2696,883,82,1,2079.75,2079.75
2702,886,67,4,10384.38,41537.52
2713,889,34,3,2248.71,6746.13
2723,893,68,3,7849.25,23547.75
2725,894,36,4,144804.33,579217.32
2738,897,63,2,80967.69,161935.38
2753,903,148,3,8171.55,24514.65
2755,904,20,5,134870.19,674350.95
2757,905,246,5,1037.71,5188.55
2762,906,399,4,36282.21,145128.84
2772,909,75,2,95364.86,190729.72
2774,909,43,4,1982.92,7931.68
2775,909,116,2,134846.1,269692.2
2791,915,29,3,8163.03,24489.09
2804,922,192,3,7425.63,22276.89
2810,923,162,2,3942.73,7885.46
2815,924,18,5,7176.16,35880.8
2821,925,126,4,4840.72,19362.88
2828,927,148,3,8171.55,24514.65
2829,928,75,5,95364.86,476824.3
2839,933,70,5,69610.99,348054.95
2854,938,75,5,95364.86,476824.3
2872,944,91,1,2378.31,2378.31
2893,950,126,4,4840.72,19362.88
2902,953,345,1,147184.47,147184.47
2912,956,244,2,147162.42,294324.84
2915,958,1,3,5230.44,15691.32
2916,959,116,3,134846.1,404538.3
2947,968,34,3,2248.71,6746.13
2960,972,187,5,2462.4,12312.0
2990,982,59,1,1844.33,1844.33
3006,989,63,4,80967.69,323870.76
3018,995,125,2,76672.43,153344.86
3021,995,17,5,425.35,2126.75
3031,1000,7,3,784.5,2353.5
3034,1000,31,2,7698.27,15396.54
3072,1014,48,4,100885.13,403540.52
3075,1014,153,1,13899.18,13899.18
3087,1017,26,3,3169.73,9509.19
3088,1018,63,2,80967.69,161935.38
3139,1036,13,2,7625.85,15251.7
3150,1038,32,4,18130.42,72521.68
3156,1040,153,5,13899.18,69495.9
3160,1042,101,1,59178.18,59178.18
3164,1043,67,2,10384.38,20768.76
3177,1049,10,5,7562.39,37811.95
3184,1050,77,2,10405.44,20810.88
3195,1054,588,3,16682.52,50047.56
3204,1057,18,2,7176.16,14352.32
3222,1063,76,4,7097.94,28391.76
3226,1065,57,4,2493.77,9975.08
3227,1065,247,4,51014.24,204056.96
3240,1069,36,4,144804.33,579217.32
3254,1073,76,1,7097.94,7097.94
3257,1074,13,1,7625.85,7625.85
3259,1074,586,5,98317.49,491587.45
3274,1077,74,1,13138.79,13138.79
3277,1079,57,2,2493.77,4987.54
3279,1080,118,4,49086.05,196344.2
3289,1083,75,5,95364.86,476824.3
3292,1084,39,4,44596.1,178384.4
3310,1089,247,4,51014.24,204056.96
3315,1090,5,3,2236.52,6709.56
3317,1091,162,3,3942.73,11828.19
3328,1096,399,1,36282.21,36282.21
3332,1096,588,2,16682.52,33365.04
3340,1100,9,4,6757.67,27030.68
3344,1102,134,2,1847.89,3695.78
3346,1103,586,1,98317.49,98317.49
3351,1105,1,5,5230.44,26152.2
3375,1112,148,2,8171.55,16343.1
3382,1115,6,4,123438.88,493755.52
3385,1116,91,1,2378.31,2378.31
3389,1117,70,5,69610.99,348054.95
3400,1120,399,2,36282.21,72564.42
3414,1124,153,1,13899.18,13899.18
3425,1128,118,5,49086.05,245430.25
3430,1130,203,5,4525.86,22629.3
3445,1135,139,1,7382.47,7382.47
3454,1139,29,2,8163.03,16326.06
3472,1145,101,2,59178.18,118356.36
3484,1150,3,4,4217.5,16870.0
3487,1150,18,2,7176.16,14352.32
3492,1152,77,3,10405.44,31216.32
3493,1153,55,4,1633.27,6533.08
3501,1156,192,1,7425.63,7425.63
3506,1158,18,4,7176.16,28704.64
3522,1163,251,4,24432.2,97728.8
3530,1165,24,1,8318.44,8318.44
3547,1172,34,4,2248.71,8994.84
3550,1173,261,3,53603.38,160810.14
3563,1180,48,5,100885.13,504425.65
3564,1181,91,4,2378.31,9513.24
3574,1184,13,4,7625.85,30503.4
3575,1184,18,2,7176.16,14352.32
3579,1185,2,5,19051.9,95259.5
3581,1187,428,2,121678.24,243356.48
3586,1189,70,4,69610.99,278443.96
3591,1191,11,2,5436.73,10873.46
3598,1194,110,2,13634.35,27268.7
3601,1196,59,4,1844.33,7377.32
3610,1199,105,4,3234.98,12939.92
3631,1204,13,2,7625.85,15251.7
3640,1208,116,4,134846.1,539384.4
3652,1212,385,5,148954.99,744774.95
3656,1214,33,3,20105.97,60317.91
3657,1215,385,5,148954.99,744774.95
3660,1216,247,3,51014.24,153042.72
3676,1223,77,2,10405.44,20810.88
3678,1223,10,1,7562.39,7562.39
3679,1223,68,1,7849.25,7849.25
3694,1226,47,5,16326.14,81630.7
3708,1231,247,1,51014.24,51014.24
3715,1233,203,5,4525.86,22629.3
3720,1236,153,1,13899.18,13899.18
3728,1239,68,3,7849.25,23547.75
3733,1242,47,2,16326.14,32652.28
3734,1242,70,1,69610.99,69610.99
3738,1244,207,4,19007.44,76029.76
3741,1244,65,4,13328.64,53314.56
3763,1253,428,5,121678.24,608391.2
3786,1260,58,5,6122.36,30611.8
3789,1262,123,1,134809.65,134809.65
3798,1267,57,1,2493.77,2493.77
3802,1268,173,2,307.23,614.46
3807,1271,29,2,8163.03,16326.06
3810,1273,47,3,16326.14,48978.42
3827,1277,39,4,44596.1,178384.4
3828,1277,91,5,2378.31,11891.55
3833,1279,153,3,13899.18,41697.54
3844,1283,68,2,7849.25,15698.5
3845,1283,123,5,134809.65,674048.25
3853,1286,203,1,4525.86,4525.86
3854,1286,57,4,2493.77,9975.08
3869,1292,31,3,7698.27,23094.81
3881,1295,588,5,16682.52,83412.6
3909,1304,33,5,20105.97,100529.85
3922,1308,74,3,13138.79,39416.37
3928,1310,203,4,4525.86,18103.44
3930,1310,33,4,20105.97,80423.88
3934,1311,91,2,2378.31,4756.62
3935,1311,27,3,71929.16,215787.48
3936,1312,173,4,307.23,1228.92
3947,1315,57,2,2493.77,4987.54
3950,1316,3,4,4217.5,16870.0
3957,1318,428,1,121678.24,121678.24
3969,1321,173,1,307.23,307.23
3978,1326,244,1,147162.42,147162.42
3979,1326,23,3,6633.18,19899.54
3980,1326,12,1,6242.95,6242.95
3983,1327,192,2,7425.63,14851.26
4001,1332,247,3,51014.24,153042.72
4006,1334,116,2,134846.1,269692.2
4016,1338,153,3,13899.18,41697.54
4017,1338,17,3,425.35,1276.05
4024,1340,75,1,95364.86,95364.86
4025,1340,244,1,147162.42,147162.42
4026,1340,586,2,98317.49,196634.98
4029,1341,31,4,7698.27,30793.08
4054,1351,428,3,121678.24,365034.72
4066,1357,1,2,5230.44,10460.88
4073,1360,29,3,8163.03,24489.09
4080,1362,78,3,145841.92,437525.76
4089,1366,217,5,39628.35,198141.75
4090,1367,65,2,13328.64,26657.28
4111,1373,8,2,532.39,1064.78
4120,1376,15,1,3796.91,3796.91
4127,1378,173,3,307.23,921.69
4128,1378,19,4,92386.4,369545.6
4136,1381,105,2,3234.98,6469.96
4138,1382,385,2,148954.99,297909.98
4150,1384,221,1,40271.97,40271.97
4153,1386,261,1,53603.38,53603.38
4177,1394,126,2,4840.72,9681.44
4182,1397,125,2,76672.43,153344.86
4194,1401,125,3,76672.43,230017.29
4195,1401,103,5,12616.89,63084.45
4213,1406,345,5,147184.47,735922.35
4215,1407,69,2,1212.72,2425.44
4227,1411,159,5,139137.03,695685.15
4238,1414,20,4,134870.19,539480.76
4239,1414,115,2,55233.86,110467.72
4243,1416,23,3,6633.18,19899.54
4245,1417,11,2,5436.73,10873.46
4253,1419,76,5,7097.94,35489.7
4255,1420,42,1,2103.18,2103.18
4257,1421,126,1,4840.72,4840.72
4274,1426,588,3,16682.52,50047.56
4277,1427,4,3,2240.39,6721.17
4278,1428,3,5,4217.5,21087.5
4280,1428,9,4,6757.67,27030.68
4284,1429,173,5,307.23,1536.15
4288,1431,27,4,71929.16,287716.64
4290,1431,116,1,134846.1,134846.1
4295,1434,74,3,13138.79,39416.37
4304,1436,75,1,95364.86,95364.86
4310,1439,23,2,6633.18,13266.36
4312,1440,31,2,7698.27,15396.54
4315,1441,26,3,3169.73,9509.19
4325,1444,123,4,134809.65,539238.6
4336,1446,588,4,16682.52,66730.08
4337,1446,48,5,100885.13,504425.65
4362,1452,115,3,55233.86,165701.58
4364,1453,153,3,13899.18,41697.54
4374,1455,39,1,44596.1,44596.1
4379,1456,24,1,8318.44,8318.44
4384,1459,78,5,145841.92,729209.6
4386,1459,41,2,2488.55,4977.1
4388,1460,63,5,80967.69,404838.45
4412,1468,153,5,13899.18,69495.9
4420,1472,70,5,69610.99,348054.95
4444,1478,18,2,7176.16,14352.32
4470,1485,10,2,7562.39,15124.78
4473,1487,29,1,8163.03,8163.03
4475,1487,17,2,425.35,850.7
4480,1489,207,3,19007.44,57022.32
4483,1490,428,2,121678.24,243356.48
4488,1493,159,5,139137.03,695685.15
4499,1497,101,5,59178.18,295890.9
4510,1502,171,5,1502.98,7514.9
4531,1508,399,2,36282.21,72564.42
4537,1509,32,1,18130.42,18130.42
4544,1512,8,1,532.39,532.39
4561,1517,203,4,4525.86,18103.44
4564,1518,171,1,1502.98,1502.98
4580,1523,115,5,55233.86,276169.3
4586,1526,47,1,16326.14,16326.14
4594,1527,500,1,139955.33,139955.33
4607,1534,58,3,6122.36,18367.08
4612,1535,101,5,59178.18,295890.9
4617,1537,4,4,2240.39,8961.56
4619,1537,309,3,2852.38,8557.14
4622,1538,212,3,54509.32,163527.96
4629,1541,28,3,10119.91,30359.73
4637,1543,26,3,3169.73,9509.19
4639,1543,24,3,8318.44,24955.32
4647,1546,82,2,2079.75,4159.5
4678,1559,217,5,39628.35,198141.75
4683,1561,7,3,784.5,2353.5
4686,1562,588,1,16682.52,16682.52
4689,1564,4,2,2240.39,4480.78
4717,1572,345,2,147184.47,294368.94
4718,1572,8,5,532.39,2661.95
4725,1574,588,3,16682.52,50047.56
4739,1579,63,3,80967.69,242903.07
4746,1581,19,1,92386.4,92386.4
4748,1581,213,3,37437.66,112312.98
4772,1591,244,2,147162.42,294324.84
4798,1598,125,5,76672.43,383362.15
4802,1600,3,1,4217.5,4217.5
4814,1606,5,3,2236.52,6709.56
4839,1613,79,3,79743.69,239231.07
4849,1616,78,5,145841.92,729209.6
4852,1618,203,1,4525.86,4525.86
4861,1620,329,2,1582.42,3164.84
4882,1630,162,4,3942.73,15770.92
4883,1631,27,4,71929.16,287716.64
4888,1633,18,2,7176.16,14352.32
4899,1636,101,4,59178.18,236712.72
4937,1648,53,5,39766.72,198833.6
4940,1649,3,3,4217.5,12652.5
4945,1651,58,5,6122.36,30611.8
4958,1655,24,2,8318.44,16636.88
4977,1662,24,1,8318.44,8318.44
4980,1662,79,5,79743.69,398718.45
4982,1664,39,5,44596.1,222980.5
4984,1664,65,2,13328.64,26657.28
4991,1666,586,1,98317.49,98317.49
5013,1673,126,1,4840.72,4840.72
5020,1675,162,5,3942.73,19713.65
5023,1675,31,2,7698.27,15396.54
5036,1679,247,3,51014.24,153042.72
5038,1680,385,2,148954.99,297909.98
5047,1684,47,5,16326.14,81630.7
5048,1684,70,5,69610.99,348054.95
5075,1693,111,5,80943.94,404719.7
5096,1702,50,4,1962.94,7851.76
5097,1703,13,4,7625.85,30503.4
5099,1704,105,3,3234.98,9704.94
5106,1707,78,5,145841.92,729209.6
5117,1710,4,1,2240.39,2240.39
5120,1711,69,2,1212.72,2425.44
5123,1713,201,1,1559.8,1559.8
5137,1718,309,4,2852.38,11409.52
5162,1724,126,5,4840.72,24203.6
5164,1725,20,2,134870.19,269740.38
5166,1726,31,2,7698.27,15396.54
5179,1729,101,3,59178.18,177534.54
5190,1733,192,5,7425.63,37128.15
5195,1734,41,2,2488.55,4977.1
5203,1736,244,4,147162.42,588649.68
5205,1737,159,3,139137.03,417411.09
5213,1738,57,4,2493.77,9975.08
5219,1740,65,2,13328.64,26657.28
5277,1758,12,1,6242.95,6242.95
5294,1762,78,2,145841.92,291683.84
5298,1764,47,5,16326.14,81630.7
5299,1764,74,3,13138.79,39416.37
5314,1769,82,2,2079.75,4159.5
5316,1770,176,3,6987.98,20963.94
5319,1770,75,4,95364.86,381459.44
5353,1782,65,4,13328.64,53314.56
5359,1783,50,1,1962.94,1962.94
5367,1787,87,5,49914.35,249571.75
5384,1792,36,4,144804.33,579217.32
5388,1793,101,1,59178.18,59178.18
5392,1794,134,3,1847.89,5543.67
5393,1794,385,2,148954.99,297909.98
5395,1795,103,5,12616.89,63084.45
5411,1802,176,3,6987.98,20963.94
5414,1802,207,1,19007.44,19007.44
5415,1803,14,5,3356.62,16783.1
5418,1805,86,1,68088.99,68088.99
5432,1809,7,3,784.5,2353.5
5449,1814,12,3,6242.95,18728.85
5467,1819,34,5,2248.71,11243.55
5475,1822,18,4,7176.16,28704.64
5481,1824,428,2,121678.24,243356.48
5493,1829,48,4,100885.13,403540.52
5497,1831,244,3,147162.42,441487.26
5504,1835,110,5,13634.35,68171.75
5510,1837,176,2,6987.98,13975.96
5517,1839,212,2,54509.32,109018.64
5537,1846,47,5,16326.14,81630.7
5544,1848,18,4,7176.16,28704.64
5547,1850,82,4,2079.75,8319.0
5559,1854,217,3,39628.35,118885.05
5570,1858,19,4,92386.4,369545.6
5572,1858,48,1,100885.13,100885.13
5579,1860,261,1,53603.38,53603.38
5580,1860,7,3,784.5,2353.5
5583,1861,192,5,7425.63,37128.15
5584,1861,74,5,13138.79,65693.95
5585,1861,13,3,7625.85,22877.55
5593,1864,586,4,98317.49,393269.96
5625,1873,309,1,2852.38,2852.38
5637,1878,261,3,53603.38,160810.14
5646,1881,17,1,425.35,425.35
5649,1881,22,3,2070.3,6210.9
5651,1882,9,5,6757.67,33788.35
5669,1890,203,5,4525.86,22629.3
5672,1891,87,4,49914.35,199657.4
5683,1893,153,2,13899.18,27798.36
5700,1899,31,4,7698.27,30793.08
5738,1909,69,4,1212.72,4850.88
5751,1912,292,4,7121.26,28485.04
5753,1913,67,3,10384.38,31153.14
5758,1914,9,2,6757.67,13515.34
5762,1916,7,3,784.5,2353.5
5771,1919,201,5,1559.8,7799.0
5784,1922,246,2,1037.71,2075.42
5797,1925,70,4,69610.99,278443.96
5802,1928,58,3,6122.36,18367.08
5803,1928,76,2,7097.94,14195.88
5804,1928,23,1,6633.18,6633.18
5809,1929,2,3,19051.9,57155.7
5842,1942,171,2,1502.98,3005.96
5856,1945,274,1,92589.08,92589.08
5863,1946,187,2,2462.4,4924.8
5865,1946,65,1,13328.64,13328.64
5866,1947,428,3,121678.24,365034.72
5870,1948,187,4,2462.4,9849.6
5872,1949,58,3,6122.36,18367.08
5880,1953,70,1,69610.99,69610.99
5883,1954,75,4,95364.86,381459.44
5913,1967,247,5,51014.24,255071.2
5918,1968,33,4,20105.97,80423.88
5930,1975,111,3,80943.94,242831.82
5942,1979,48,1,100885.13,100885.13
5951,1981,6,5,123438.88,617194.4
5957,1983,203,5,4525.86,22629.3
5961,1984,59,3,1844.33,5532.99
5982,1989,586,3,98317.49,294952.47
6012,1998,33,1,20105.97,20105.97
6015,1999,192,2,7425.63,14851.26
6023,2000,588,4,16682.52,66730.08
6028,2002,56,2,542.0,1084.0
6030,2003,213,4,37437.66,149750.64
6033,2004,148,1,8171.55,8171.55
6043,2007,27,3,71929.16,215787.48
6056,2011,58,2,6122.36,12244.72
6058,2012,75,1,95364.86,95364.86
6061,2014,123,1,134809.65,134809.65
6078,2020,65,3,13328.64,39985.92
6079,2020,115,1,55233.86,55233.86
6088,2024,63,4,80967.69,323870.76
6105,2029,212,2,54509.32,109018.64
6110,2030,139,3,7382.47,22147.41
6124,2034,10,3,7562.39,22687.17
6134,2037,118,5,49086.05,245430.25
6135,2037,18,2,7176.16,14352.32
6158,2048,5,3,2236.52,6709.56
6159,2048,148,4,8171.55,32686.2
6166,2050,58,5,6122.36,30611.8
6172,2052,274,1,92589.08,92589.08
6176,2053,32,1,18130.42,18130.42
6180,2056,11,5,5436.73,27183.65
6185,2057,1,4,5230.44,20921.76
6189,2058,153,2,13899.18,27798.36
6198,2060,176,2,6987.98,13975.96
6201,2061,14,4,3356.62,13426.48
6208,2064,244,3,147162.42,441487.26
6232,2071,77,3,10405.44,31216.32
6233,2072,95,5,16613.76,83068.8
6243,2076,203,2,4525.86,9051.72
6246,2078,162,5,3942.73,19713.65
6264,2083,25,4,4295.09,17180.36
6271,2085,70,4,69610.99,278443.96
6279,2088,23,1,6633.18,6633.18
6297,2092,70,3,69610.99,208832.97
6302,2093,36,1,144804.33,144804.33
6306,2095,153,5,13899.18,69495.9
6315,2097,14,1,3356.62,3356.62
6327,2102,17,4,425.35,1701.4
6339,2107,217,2,39628.35,79256.7
6345,2109,8,1,532.39,532.39
6371,2117,25,1,4295.09,4295.09
6379,2120,25,3,4295.09,12885.27
6381,2121,345,1,147184.47,147184.47
6402,2129,588,3,16682.52,50047.56
6412,2133,162,5,3942.73,19713.65
6416,2133,63,1,80967.69,80967.69
6427,2138,32,1,18130.42,18130.42
6438,2144,95,3,16613.76,49841.28
6439,2145,123,1,134809.65,134809.65
6441,2145,399,1,36282.21,36282.21
6442,2146,17,1,425.35,425.35
